CID,segment,country,city,state,zipcode,region,date
KD16495,Corp,United States,Chesapeake,Virginia,23320,S,1/12/2012
KD16495,Corp,United States,Chesapeake,Virginia,23320,S,1/12/2012
RF19735,Cons,United States,Chicago,Illinois,60610,C,3/7/2013
SC20305,Cons,United States,Chicago,Illinois,60623,C,2/9/2014
SC20305,Cons,United States,Chicago,Illinois,60623,C,2/9/2014
BN11515,Cons,United States,Seattle,Washington,98103,W,9/17/2011
BN11515,Cons,United States,Seattle,Washington,98103,W,9/17/2011
BN11515,Cons,United States,Seattle,Washington,98103,W,9/17/2011
BN11515,Cons,United States,Seattle,Washington,98103,W,9/17/2011
JS15880,Cons,United States,Harlingen,Texas,78550,C,3/15/2013
JS15880,Cons,United States,Harlingen,Texas,78550,C,3/15/2013
JS15880,Cons,United States,Harlingen,Texas,78550,C,3/15/2013
VG21805,Corp,United States,Philadelphia,Pennsylvania,19140,E,3/9/2013
VG21805,Corp,United States,Philadelphia,Pennsylvania,19140,E,3/9/2013
AW10840,Cons,United States,Bakersfield,California,93309,W,3/9/2014
AW10840,Cons,United States,Bakersfield,California,93309,W,3/9/2014
AW10840,Cons,United States,Bakersfield,California,93309,W,3/9/2014
LS17230,Cons,United States,Grand Prairie,Texas,75051,C,6/16/2012
LS17230,Cons,United States,Grand Prairie,Texas,75051,C,6/16/2012
LS17230,Cons,United States,Grand Prairie,Texas,75051,C,6/16/2012
MH17455,Cons,United States,Greenwood,Indiana,46142,C,11/12/2013
TS21340,Cons,United States,New York City,NY,10024,E,5/19/2014
TS21340,Cons,United States,New York City,NY,10024,E,5/19/2014
EH13945,Cons,United States,Memphis,Tennessee,38109,S,5/28/2014
MG17695,Cons,United States,Buffalo,NY,14215,E,1/7/2013
DO13435,Cons,United States,Los Angeles,California,90036,W,5/17/2013
AF10870,Cons,United States,Homestead,FL,33030,S,11/19/2014
AF10870,Cons,United States,Homestead,FL,33030,S,11/19/2014
SN20710,Home,United States,Pasadena,Texas,77506,C,11/19/2013
SN20710,Home,United States,Pasadena,Texas,77506,C,11/19/2013
SN20710,Home,United States,Pasadena,Texas,77506,C,11/19/2013
SN20710,Home,United States,Pasadena,Texas,77506,C,11/19/2013
MO17500,Cons,United States,Freeport,NY,11520,E,11/28/2011
ON18715,Corp,United States,Denver,Colorado,80219,W,2/3/2013
SC20095,Cons,United States,Quincy,Massachusetts,2169,E,1/16/2014
MS17710,Cons,United States,Detroit,Michigan,48205,C,4/4/2011
MS17710,Cons,United States,Detroit,Michigan,48205,C,4/4/2011
DN13690,Cons,United States,San Francisco,California,94109,W,4/7/2013
RB19360,Cons,United States,Nashville,Tennessee,37211,S,3/6/2013
RB19360,Cons,United States,Nashville,Tennessee,37211,S,3/6/2013
RB19360,Cons,United States,Nashville,Tennessee,37211,S,3/6/2013
NH18610,Corp,United States,Detroit,Michigan,48227,C,10/19/2012
NH18610,Corp,United States,Detroit,Michigan,48227,C,10/19/2012
ED13885,Home,United States,Los Angeles,California,90045,W,2/20/2014
ED13885,Home,United States,Los Angeles,California,90045,W,2/20/2014
PW19240,Cons,United States,Philadelphia,Pennsylvania,19140,E,9/23/2013
DM13345,Corp,United States,Asheville,North Carolina,28806,S,11/17/2011
DW13540,Cons,United States,New York City,NY,10024,E,2/4/2013
EH14125,Home,United States,Colorado Springs,Colorado,80906,W,5/21/2013
KE16420,Corp,United States,San Antonio,Texas,78207,C,1/6/2012
KE16420,Corp,United States,San Antonio,Texas,78207,C,1/6/2012
SP20920,Cons,United States,Los Angeles,California,90036,W,11/22/2011
PS19045,Home,United States,Sterling Heights,Michigan,48310,C,2/22/2012
JM15250,Cons,United States,New York City,NY,10009,E,3/4/2013
JM15250,Cons,United States,New York City,NY,10009,E,3/4/2013
JM15250,Cons,United States,New York City,NY,10009,E,3/4/2013
JM15250,Cons,United States,New York City,NY,10009,E,3/4/2013
EB13930,Cons,United States,Richmond,Virginia,23223,S,10/23/2013
FG14260,Home,United States,Seattle,Washington,98105,W,3/10/2014
FG14260,Home,United States,Seattle,Washington,98105,W,3/10/2014
TH21235,Corp,United States,New York City,NY,10024,E,12/23/2011
TH21235,Corp,United States,New York City,NY,10024,E,12/23/2011
PL18925,Home,United States,Seattle,Washington,98115,W,12/16/2014
CC12370,Cons,United States,Los Angeles,California,90045,W,8/7/2013
CC12370,Cons,United States,Los Angeles,California,90045,W,8/7/2013
CC12370,Cons,United States,Los Angeles,California,90045,W,8/7/2013
JM15535,Cons,United States,Lakewood,California,90712,W,4/18/2013
KF16285,Home,United States,Plainfield,New Jersey,7060,E,4/15/2014
KF16285,Home,United States,Plainfield,New Jersey,7060,E,4/15/2014
CS12175,Corp,United States,Columbia,Tennessee,38401,S,4/18/2013
AR10540,Cons,United States,Woonsocket,Rhode Island,2895,E,11/25/2011
MS17770,Cons,United States,Lancaster,Pennsylvania,17602,E,3/11/2011
DB13120,Corp,United States,Tampa,FL,33614,S,1/5/2012
DB13120,Corp,United States,Tampa,FL,33614,S,1/5/2012
DB13120,Corp,United States,Tampa,FL,33614,S,1/5/2012
DK12895,Cons,United States,Kenosha,Wisconsin,53142,C,8/3/2012
DK12895,Cons,United States,Kenosha,Wisconsin,53142,C,8/3/2012
DK12895,Cons,United States,Kenosha,Wisconsin,53142,C,8/3/2012
DK12895,Cons,United States,Kenosha,Wisconsin,53142,C,8/3/2012
DK12895,Cons,United States,Kenosha,Wisconsin,53142,C,8/3/2012
MP17965,Corp,United States,Port Saint Lucie,FL,34952,S,7/17/2012
Dp13240,Home,United States,Seattle,Washington,98115,W,10/16/2011
Dp13240,Home,United States,Seattle,Washington,98115,W,10/16/2011
CC12220,Cons,United States,San Antonio,Texas,78207,C,4/3/2013
CC12220,Cons,United States,San Antonio,Texas,78207,C,4/3/2013
CC12220,Cons,United States,San Antonio,Texas,78207,C,4/3/2013
KM16660,Cons,United States,Roswell,Georgia,30076,S,10/12/2012
KM16660,Cons,United States,Roswell,Georgia,30076,S,10/12/2012
KM16660,Cons,United States,Roswell,Georgia,30076,S,10/12/2012
MK17905,Corp,United States,Louisville,Colorado,80027,W,12/18/2012
SC20725,Cons,United States,Los Angeles,California,90036,W,2/1/2014
CC12475,Cons,United States,Philadelphia,Pennsylvania,19143,E,11/22/2014
CC12475,Cons,United States,Philadelphia,Pennsylvania,19143,E,11/22/2014
BT11305,Home,United States,Superior,Wisconsin,54880,C,12/22/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
FH14350,Cons,United States,Atlanta,Georgia,30318,S,8/23/2012
AA10645,Cons,United States,Chester,Pennsylvania,19013,E,6/22/2011
AA10645,Cons,United States,Chester,Pennsylvania,19013,E,6/22/2011
AA10645,Cons,United States,Chester,Pennsylvania,19013,E,6/22/2011
JO15145,Corp,United States,San Francisco,California,94110,W,10/28/2014
JO15145,Corp,United States,San Francisco,California,94110,W,10/28/2014
SF20965,Corp,United States,Bedford,Texas,76021,C,8/14/2014
SF20965,Corp,United States,Bedford,Texas,76021,C,8/14/2014
SF20965,Corp,United States,Bedford,Texas,76021,C,8/14/2014
SF20965,Corp,United States,Bedford,Texas,76021,C,8/14/2014
CS12355,Cons,United States,Lafayette,Louisiana,70506,S,12/25/2014
CS12355,Cons,United States,Lafayette,Louisiana,70506,S,12/25/2014
SN20710,Home,United States,Covington,Washington,98042,W,1/10/2013
SN20710,Home,United States,Covington,Washington,98042,W,1/10/2013
SN20710,Home,United States,Covington,Washington,98042,W,1/10/2013
JM15655,Corp,United States,Lorain,Ohio,44052,E,12/13/2013
JM15655,Corp,United States,Lorain,Ohio,44052,E,12/13/2013
FH14350,Cons,United States,Chicago,Illinois,60623,C,12/28/2012
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
AJ10795,Corp,United States,San Francisco,California,94110,W,12/29/2011
JF15565,Cons,United States,San Francisco,California,94110,W,6/25/2012
CS11845,Corp,United States,Houston,Texas,77070,C,2/4/2012
SP20920,Cons,United States,Chicago,Illinois,60653,C,10/22/2014
KE16420,Corp,United States,New York City,NY,10035,E,7/16/2012
KE16420,Corp,United States,New York City,NY,10035,E,7/16/2012
GA14515,Cons,United States,New York City,NY,10011,E,6/25/2014
GA14515,Cons,United States,New York City,NY,10011,E,6/25/2014
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
SM20950,Corp,United States,Philadelphia,Pennsylvania,19134,E,3/10/2011
DK12985,Cons,United States,Chicago,Illinois,60610,C,11/24/2011
LC16885,Cons,United States,Oakland,California,94601,W,11/20/2012
LC16885,Cons,United States,Oakland,California,94601,W,11/20/2012
XP21865,Cons,United States,Chicago,Illinois,60610,C,2/11/2013
CS11845,Corp,United States,Seattle,Washington,98105,W,9/17/2012
BD11770,Cons,United States,Philadelphia,Pennsylvania,19143,E,3/15/2013
DL13330,Cons,United States,Concord,North Carolina,28027,S,6/23/2011
DL13330,Cons,United States,Concord,North Carolina,28027,S,6/23/2011
KH16630,Corp,United States,Charlotte,North Carolina,28205,S,1/11/2011
KH16630,Corp,United States,Charlotte,North Carolina,28205,S,1/11/2011
KH16630,Corp,United States,Charlotte,North Carolina,28205,S,1/11/2011
KH16630,Corp,United States,Charlotte,North Carolina,28205,S,1/11/2011
TP21415,Cons,United States,Dallas,Texas,75081,C,1/9/2013
TP21415,Cons,United States,Dallas,Texas,75081,C,1/9/2013
TP21415,Cons,United States,Dallas,Texas,75081,C,1/9/2013
NP18685,Home,United States,Indianapolis,Indiana,46203,C,6/12/2012
SC20680,Home,United States,Broken Arrow,Oklahoma,74012,C,9/24/2012
DK12895,Cons,United States,Miramar,FL,33023,S,11/16/2014
DK12895,Cons,United States,Miramar,FL,33023,S,11/16/2014
SM20950,Corp,United States,Omaha,Nebraska,68104,C,12/19/2012
SM20950,Corp,United States,Omaha,Nebraska,68104,C,12/19/2012
SM20950,Corp,United States,Omaha,Nebraska,68104,C,12/19/2012
LS17245,Cons,United States,Jacksonville,North Carolina,28540,S,12/21/2012
KE16420,Corp,United States,Tigard,Oregon,97224,W,9/26/2013
KE16420,Corp,United States,Tigard,Oregon,97224,W,9/26/2013
MC17635,Corp,United States,Decatur,Illinois,62521,C,1/7/2014
MC17635,Corp,United States,Decatur,Illinois,62521,C,1/7/2014
Dp13240,Home,United States,Phoenix,AZ,85023,W,8/9/2014
LC16930,Corp,United States,Sacramento,California,95823,W,5/8/2013
LC16930,Corp,United States,Sacramento,California,95823,W,5/8/2013
LC16930,Corp,United States,Sacramento,California,95823,W,5/8/2013
LH16900,Cons,United States,Jonesboro,Arkansas,72401,S,8/19/2011
TB21175,Corp,United States,New York City,NY,10035,E,2/4/2013
TB21175,Corp,United States,New York City,NY,10035,E,2/4/2013
TB21175,Corp,United States,New York City,NY,10035,E,2/4/2013
JM15865,Cons,United States,Akron,Ohio,44312,E,5/17/2014
KW16435,Cons,United States,Florence,Kentucky,41042,S,8/24/2012
KW16435,Cons,United States,Florence,Kentucky,41042,S,8/24/2012
KW16435,Cons,United States,Florence,Kentucky,41042,S,8/24/2012
SC20095,Cons,United States,Minneapolis,Minnesota,55407,C,9/23/2011
SC20095,Cons,United States,Minneapolis,Minnesota,55407,C,9/23/2011
SC20095,Cons,United States,Minneapolis,Minnesota,55407,C,9/23/2011
SC20095,Cons,United States,Minneapolis,Minnesota,55407,C,9/23/2011
ZC21910,Cons,United States,Houston,Texas,77095,C,6/20/2014
ZC21910,Cons,United States,Houston,Texas,77095,C,6/20/2014
ZC21910,Cons,United States,Houston,Texas,77095,C,6/20/2014
RB19465,Home,United States,Fremont,Nebraska,68025,C,12/22/2014
JK15370,Cons,United States,San Diego,California,92105,W,8/8/2014
JK15370,Cons,United States,San Diego,California,92105,W,8/8/2014
DD13570,Cons,United States,Houston,Texas,77041,C,8/23/2013
MC17275,Cons,United States,New York City,NY,10011,E,7/9/2012
MC17275,Cons,United States,New York City,NY,10011,E,7/9/2012
DL13495,Corp,United States,Detroit,Michigan,48227,C,12/25/2012
DL13495,Corp,United States,Detroit,Michigan,48227,C,12/25/2012
DL13495,Corp,United States,Detroit,Michigan,48227,C,12/25/2012
DL13495,Corp,United States,Detroit,Michigan,48227,C,12/25/2012
NC18625,Corp,United States,Houston,Texas,77095,C,2/5/2012
NC18625,Corp,United States,Houston,Texas,77095,C,2/5/2012
AC10450,Cons,United States,Seattle,Washington,98105,W,11/25/2013
TS21340,Cons,United States,Los Angeles,California,90036,W,11/24/2012
TS21340,Cons,United States,Los Angeles,California,90036,W,11/24/2012
TS21340,Cons,United States,Los Angeles,California,90036,W,11/24/2012
TS21340,Cons,United States,Los Angeles,California,90036,W,11/24/2012
MM17920,Cons,United States,Philadelphia,Pennsylvania,19120,E,5/9/2014
LP17080,Cons,United States,Seattle,Washington,98103,W,5/13/2014
LP17080,Cons,United States,Seattle,Washington,98103,W,5/13/2014
LP17080,Cons,United States,Seattle,Washington,98103,W,5/13/2014
BG11695,Corp,United States,Watertown,NY,13601,E,5/18/2011
MG18145,Cons,United States,Jacksonville,FL,32216,S,1/8/2014
GZ14470,Cons,United States,Arlington,Virginia,22204,S,7/5/2014
JL15835,Cons,United States,Charlotte,North Carolina,28205,S,9/19/2011
JL15835,Cons,United States,Charlotte,North Carolina,28205,S,9/19/2011
DO13435,Cons,United States,Seattle,Washington,98103,W,3/29/2012
AB10600,Corp,United States,Chicago,Illinois,60623,C,11/18/2011
KB16315,Cons,United States,Hollywood,FL,33021,S,2/7/2012
KB16315,Cons,United States,Hollywood,FL,33021,S,2/7/2012
TT21070,Cons,United States,Chesapeake,Virginia,23320,S,8/9/2011
TT21070,Cons,United States,Chesapeake,Virginia,23320,S,8/9/2011
PV18985,Home,United States,Los Angeles,California,90036,W,3/10/2014
PV18985,Home,United States,Los Angeles,California,90036,W,3/10/2014
DD13570,Cons,United States,Alexandria,Virginia,22304,S,11/20/2014
KD16495,Corp,United States,Deer Park,Texas,77536,C,12/31/2013
RA19285,Cons,United States,Philadelphia,Pennsylvania,19120,E,2/12/2014
RA19285,Cons,United States,Philadelphia,Pennsylvania,19120,E,2/12/2014
SS20590,Cons,United States,Wichita,Kansas,67212,C,6/14/2013
JH15820,Cons,United States,Midland,Michigan,48640,C,5/19/2011
EH14125,Home,United States,San Francisco,California,94110,W,1/31/2014
EH14125,Home,United States,San Francisco,California,94110,W,1/31/2014
EH14125,Home,United States,San Francisco,California,94110,W,1/31/2014
TP21415,Cons,United States,Freeport,NY,11520,E,4/12/2012
RB19330,Cons,United States,Austin,Texas,78745,C,10/24/2014
RB19330,Cons,United States,Austin,Texas,78745,C,10/24/2014
RB19330,Cons,United States,Austin,Texas,78745,C,10/24/2014
RB19330,Cons,United States,Austin,Texas,78745,C,10/24/2014
CB12025,Cons,United States,Philadelphia,Pennsylvania,19134,E,8/9/2014
CB12025,Cons,United States,Philadelphia,Pennsylvania,19134,E,8/9/2014
CB12025,Cons,United States,Philadelphia,Pennsylvania,19134,E,8/9/2014
MP17965,Corp,United States,Bristol,Tennessee,37620,S,12/30/2013
MP17965,Corp,United States,Bristol,Tennessee,37620,S,12/30/2013
SW20245,Cons,United States,Philadelphia,Pennsylvania,19140,E,5/12/2012
SW20245,Cons,United States,Philadelphia,Pennsylvania,19140,E,5/12/2012
SM20950,Corp,United States,Chicago,Illinois,60610,C,1/11/2011
AP10915,Cons,United States,Columbus,Georgia,31907,S,4/17/2013
AH10465,Cons,United States,New York City,NY,10035,E,5/15/2014
AH10465,Cons,United States,New York City,NY,10035,E,5/15/2014
EP13915,Cons,United States,Dover,New Hampshire,3820,E,3/14/2012
EP13915,Cons,United States,Dover,New Hampshire,3820,E,3/14/2012
TP21565,Corp,United States,Aurora,Colorado,80013,W,1/15/2014
TP21565,Corp,United States,Aurora,Colorado,80013,W,1/15/2014
AR10825,Corp,United States,Long Beach,NY,11561,E,3/13/2012
HA14920,Cons,United States,Pasadena,California,91104,W,10/13/2011
HA14920,Cons,United States,Pasadena,California,91104,W,10/13/2011
HJ14875,Home,United States,Mesa,AZ,85204,W,4/13/2012
HJ14875,Home,United States,Mesa,AZ,85204,W,4/13/2012
JK15370,Cons,United States,Fresno,California,93727,W,11/17/2014
JF15355,Cons,United States,Columbia,South Carolina,29203,S,2/7/2013
JF15355,Cons,United States,Columbia,South Carolina,29203,S,2/7/2013
JF15355,Cons,United States,Columbia,South Carolina,29203,S,2/7/2013
EK13795,Home,United States,Santa Ana,California,92704,W,11/29/2012
RS19765,Corp,United States,Columbia,South Carolina,29203,S,7/4/2011
RS19765,Corp,United States,Columbia,South Carolina,29203,S,7/4/2011
BD11320,Cons,United States,Los Angeles,California,90045,W,6/17/2013
BF11170,Home,United States,San Francisco,California,94109,W,7/3/2014
JK15730,Cons,United States,Houston,Texas,77036,C,8/10/2014
CR12820,Home,United States,New York City,NY,10035,E,7/10/2014
CR12820,Home,United States,New York City,NY,10035,E,7/10/2014
CR12820,Home,United States,New York City,NY,10035,E,7/10/2014
AG10300,Corp,United States,Franklin,Massachusetts,2038,E,6/12/2013
CM12160,Cons,United States,Baltimore,MD,21215,E,10/22/2013
SG20890,Corp,United States,Mcallen,Texas,78501,C,5/19/2014
SG20890,Corp,United States,Mcallen,Texas,78501,C,5/19/2014
SG20890,Corp,United States,Mcallen,Texas,78501,C,5/19/2014
CS12175,Corp,United States,Iowa City,Iowa,52240,C,2/10/2013
HL15040,Cons,United States,Newark,Delaware,19711,E,11/18/2014
DM13015,Cons,United States,Houston,Texas,77070,C,8/7/2012
HK14890,Corp,United States,Boise,Idaho,83704,W,11/16/2012
HK14890,Corp,United States,Boise,Idaho,83704,W,11/16/2012
BG11740,Cons,United States,San Diego,California,92105,W,6/18/2012
CK12595,Cons,United States,Los Angeles,California,90032,W,4/15/2013
RF19735,Cons,United States,New York City,NY,10024,E,4/18/2012
CJ12010,Cons,United States,Philadelphia,Pennsylvania,19134,E,4/12/2013
CJ12010,Cons,United States,Philadelphia,Pennsylvania,19134,E,4/12/2013
MA17560,Home,United States,New York City,NY,10024,E,10/12/2012
MA17560,Home,United States,New York City,NY,10024,E,10/12/2012
MA17560,Home,United States,New York City,NY,10024,E,10/12/2012
MA17560,Home,United States,New York City,NY,10024,E,10/12/2012
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AM10705,Cons,United States,Cranston,Rhode Island,2920,E,2/11/2011
AH10585,Cons,United States,Chicago,Illinois,60623,C,10/12/2014
PF19120,Cons,United States,Richmond,Kentucky,40475,S,5/5/2011
PF19120,Cons,United States,Richmond,Kentucky,40475,S,5/5/2011
PF19120,Cons,United States,Richmond,Kentucky,40475,S,5/5/2011
RD19480,Cons,United States,Mishawaka,Indiana,46544,C,5/3/2013
JL15505,Cons,United States,Mount Vernon,NY,10550,E,4/12/2011
AB10600,Corp,United States,Los Angeles,California,90004,W,2/18/2012
NC18535,Corp,United States,San Francisco,California,94110,W,2/4/2014
NC18535,Corp,United States,San Francisco,California,94110,W,2/4/2014
TB21400,Cons,United States,Seattle,Washington,98103,W,6/14/2014
TB21400,Cons,United States,Seattle,Washington,98103,W,6/14/2014
TB21400,Cons,United States,Seattle,Washington,98103,W,6/14/2014
TB21400,Cons,United States,Seattle,Washington,98103,W,6/14/2014
TB21400,Cons,United States,Seattle,Washington,98103,W,6/14/2014
SJ20215,Cons,United States,Quincy,Illinois,62301,C,1/10/2013
EB13840,Corp,United States,Chicago,Illinois,60623,C,12/13/2011
WB21850,Cons,United States,Urbandale,Iowa,50322,C,11/17/2014
SR20740,Home,United States,Seattle,Washington,98103,W,5/1/2012
VG21805,Corp,United States,Richmond,Indiana,47374,C,3/25/2013
LS16945,Corp,United States,Dallas,Texas,75220,C,6/7/2014
LS16945,Corp,United States,Dallas,Texas,75220,C,6/7/2014
LS16945,Corp,United States,Dallas,Texas,75220,C,6/7/2014
LS16945,Corp,United States,Dallas,Texas,75220,C,6/7/2014
LS16945,Corp,United States,Dallas,Texas,75220,C,6/7/2014
MA17560,Home,United States,Philadelphia,Pennsylvania,19143,E,9/21/2011
MA17560,Home,United States,Philadelphia,Pennsylvania,19143,E,9/21/2011
NF18475,Home,United States,Rockford,Illinois,61107,C,7/24/2013
MD17860,Corp,United States,Philadelphia,Pennsylvania,19134,E,4/9/2014
MZ17335,Home,United States,Seattle,Washington,98105,W,3/27/2014
KB16600,Corp,United States,Grand Rapids,Michigan,49505,C,12/30/2014
MA17995,Home,United States,Los Angeles,California,90004,W,9/20/2011
MA17995,Home,United States,Los Angeles,California,90004,W,9/20/2011
ME17320,Home,United States,Springfield,Virginia,22153,S,5/4/2013
ME17320,Home,United States,Springfield,Virginia,22153,S,5/4/2013
JD15895,Corp,United States,Los Angeles,California,90036,W,3/26/2011
LS16975,Home,United States,Baltimore,MD,21215,E,5/12/2014
LS16975,Home,United States,Baltimore,MD,21215,E,5/12/2014
LS16975,Home,United States,Baltimore,MD,21215,E,5/12/2014
SJ20500,Cons,United States,Fairfield,Connecticut,6824,E,2/12/2013
SJ20500,Cons,United States,Fairfield,Connecticut,6824,E,2/12/2013
BS11365,Corp,United States,New York City,NY,10011,E,9/19/2011
RA19285,Cons,United States,Lakeland,FL,33801,S,10/23/2012
RA19285,Cons,United States,Lakeland,FL,33801,S,10/23/2012
RA19285,Cons,United States,Lakeland,FL,33801,S,10/23/2012
TS21610,Cons,United States,Freeport,Illinois,61032,C,10/14/2014
TS21610,Cons,United States,Freeport,Illinois,61032,C,10/14/2014
TS21610,Cons,United States,Freeport,Illinois,61032,C,10/14/2014
KB16585,Corp,United States,Medford,Oregon,97504,W,4/9/2012
MM18280,Corp,United States,Seattle,Washington,98103,W,3/15/2013
LO17170,Corp,United States,New York City,NY,10035,E,3/11/2014
RS19420,Corp,United States,Fairfield,Connecticut,6824,E,10/16/2014
CC12475,Cons,United States,Moorhead,Minnesota,56560,C,8/8/2014
KT16480,Cons,United States,Columbus,Georgia,31907,S,9/22/2014
DM13015,Cons,United States,Philadelphia,Pennsylvania,19143,E,4/11/2014
EP13915,Cons,United States,Houston,Texas,77036,C,6/11/2013
EP13915,Cons,United States,Houston,Texas,77036,C,6/11/2013
EP13915,Cons,United States,Houston,Texas,77036,C,6/11/2013
EP13915,Cons,United States,Houston,Texas,77036,C,6/11/2013
EP13915,Cons,United States,Houston,Texas,77036,C,6/11/2013
AM10705,Cons,United States,Seattle,Washington,98115,W,6/26/2014
SH20635,Corp,United States,Jackson,Tennessee,38301,S,11/26/2012
LA16780,Corp,United States,Baltimore,MD,21215,E,11/25/2013
SF20200,Cons,United States,Murray,Utah,84107,W,7/22/2014
SF20200,Cons,United States,Murray,Utah,84107,W,7/22/2014
AG10495,Corp,United States,Seattle,Washington,98105,W,10/23/2012
KN16450,Corp,United States,Dallas,Texas,75220,C,7/13/2012
NF18595,Home,United States,Seattle,Washington,98105,W,8/19/2014
BS11365,Corp,United States,Lakewood,New Jersey,8701,E,4/17/2013
BS11365,Corp,United States,Lakewood,New Jersey,8701,E,4/17/2013
BS11365,Corp,United States,Lakewood,New Jersey,8701,E,4/17/2013
RM19675,Home,United States,New York City,NY,10011,E,11/14/2011
RM19675,Home,United States,New York City,NY,10011,E,11/14/2011
AB10105,Cons,United States,Indianapolis,Indiana,46203,C,12/20/2011
AB10105,Cons,United States,Indianapolis,Indiana,46203,C,12/20/2011
CA11965,Corp,United States,Port Arthur,Texas,77642,C,11/21/2012
CA11965,Corp,United States,Port Arthur,Texas,77642,C,11/21/2012
CA11965,Corp,United States,Port Arthur,Texas,77642,C,11/21/2012
EH14005,Home,United States,Nashville,Tennessee,37211,S,12/29/2014
ON18715,Corp,United States,Houston,Texas,77095,C,5/17/2012
ON18715,Corp,United States,Houston,Texas,77095,C,5/17/2012
AT10435,Home,United States,Los Angeles,California,90004,W,10/12/2014
AT10435,Home,United States,Los Angeles,California,90004,W,10/12/2014
AT10435,Home,United States,Los Angeles,California,90004,W,10/12/2014
EB13870,Cons,United States,Philadelphia,Pennsylvania,19140,E,3/17/2014
DW13195,Corp,United States,Redmond,Oregon,97756,W,10/23/2014
MB17305,Cons,United States,Citrus Heights,California,95610,W,4/7/2014
TH21235,Corp,United States,Los Angeles,California,90032,W,5/9/2014
PO18850,Cons,United States,Tallahassee,FL,32303,S,8/24/2014
PO18850,Cons,United States,Tallahassee,FL,32303,S,8/24/2014
PO18850,Cons,United States,Tallahassee,FL,32303,S,8/24/2014
PO18850,Cons,United States,Tallahassee,FL,32303,S,8/24/2014
PO18850,Cons,United States,Tallahassee,FL,32303,S,8/24/2014
DE13255,Home,United States,Lakewood,Ohio,44107,E,8/22/2011
MO17500,Cons,United States,The Colony,Texas,75056,C,5/10/2013
AH10585,Cons,United States,Seattle,Washington,98105,W,10/26/2011
AH10585,Cons,United States,Seattle,Washington,98105,W,10/26/2011
CS12250,Corp,United States,Los Angeles,California,90032,W,6/29/2013
CS12250,Corp,United States,Los Angeles,California,90032,W,6/29/2013
WB21850,Cons,United States,Los Angeles,California,90045,W,4/11/2011
WB21850,Cons,United States,Los Angeles,California,90045,W,4/11/2011
WB21850,Cons,United States,Los Angeles,California,90045,W,4/11/2011
WB21850,Cons,United States,Los Angeles,California,90045,W,4/11/2011
WB21850,Cons,United States,Los Angeles,California,90045,W,4/11/2011
SP20620,Corp,United States,Long Beach,NY,11561,E,8/9/2011
AB10165,Cons,United States,Los Angeles,California,90045,W,1/7/2012
AB10165,Cons,United States,Los Angeles,California,90045,W,1/7/2012
AB10165,Cons,United States,Los Angeles,California,90045,W,1/7/2012
HA14920,Cons,United States,San Francisco,California,94110,W,2/8/2012
DC13285,Cons,United States,Richmond,Virginia,23223,S,8/12/2014
ST20530,Cons,United States,Albuquerque,New Mexico,87105,W,12/29/2011
ST20530,Cons,United States,Albuquerque,New Mexico,87105,W,12/29/2011
KB16315,Cons,United States,Akron,Ohio,44312,E,2/14/2012
KB16315,Cons,United States,Akron,Ohio,44312,E,2/14/2012
KB16315,Cons,United States,Akron,Ohio,44312,E,2/14/2012
KB16315,Cons,United States,Akron,Ohio,44312,E,2/14/2012
KB16315,Cons,United States,Akron,Ohio,44312,E,2/14/2012
TB21355,Corp,United States,Plainfield,New Jersey,7060,E,1/25/2013
TB21355,Corp,United States,Plainfield,New Jersey,7060,E,1/25/2013
JC15775,Cons,United States,New York City,NY,10011,E,2/4/2014
PO18850,Cons,United States,Hialeah,FL,33012,S,4/10/2014
PO18850,Cons,United States,Hialeah,FL,33012,S,4/10/2014
