OID,shipmode,date
US-2012-103996,SC,3/29/2012
CA-2013-120530,Standard,4/13/2013
CA-2012-155054,Standard,6/13/2012
CA-2012-155054,Standard,6/13/2012
CA-2012-155054,Standard,6/13/2012
CA-2012-105725,Standard,2/18/2012
CA-2012-105725,Standard,2/18/2012
CA-2014-164364,Standard,11/13/2014
CA-2014-164364,Standard,11/13/2014
CA-2014-164364,Standard,11/13/2014
CA-2014-168123,1 Day,6/3/2014
CA-2014-168123,1 Day,6/3/2014
CA-2014-168123,1 Day,6/3/2014
CA-2014-168123,1 Day,6/3/2014
CA-2013-120005,1 Day,4/3/2013
CA-2013-120005,1 Day,4/3/2013
CA-2013-123526,FC,12/25/2013
CA-2013-127649,FC,8/10/2013
CA-2013-159989,Standard,10/12/2013
CA-2014-103499,Standard,11/21/2014
US-2012-167220,Standard,12/12/2012
CA-2014-126354,Standard,4/2/2014
CA-2014-126354,Standard,4/2/2014
CA-2014-169817,Standard,9/22/2014
US-2014-144582,Standard,1/5/2014
CA-2011-121573,Standard,3/11/2011
CA-2011-121573,Standard,3/11/2011
CA-2011-121573,Standard,3/11/2011
CA-2013-117660,Standard,12/31/2013
CA-2013-117660,Standard,12/31/2013
CA-2011-112851,Standard,9/17/2011
CA-2014-123701,FC,11/25/2014
CA-2012-118227,Standard,4/24/2012
CA-2012-123155,FC,9/3/2012
CA-2012-123155,FC,9/3/2012
CA-2014-158883,1 Day,3/6/2014
US-2013-114888,SC,9/20/2013
US-2013-114888,SC,9/20/2013
US-2011-167262,SC,3/11/2011
CA-2014-119746,Standard,11/24/2014
CA-2014-119746,Standard,11/24/2014
CA-2014-119746,Standard,11/24/2014
CA-2014-108091,Standard,11/17/2014
CA-2013-101630,SC,2/19/2013
CA-2013-101630,SC,2/19/2013
CA-2014-132346,Standard,8/11/2014
CA-2011-150301,FC,8/7/2011
CA-2011-159310,Standard,7/11/2011
CA-2011-159310,Standard,7/11/2011
CA-2011-159310,Standard,7/11/2011
US-2014-147984,Standard,1/29/2014
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
CA-2012-104346,Standard,11/12/2012
US-2012-141684,Standard,4/7/2012
CA-2012-144722,Standard,3/16/2012
CA-2012-120516,Standard,8/13/2012
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
US-2013-148901,Standard,5/15/2013
CA-2014-136364,SC,7/14/2014
CA-2014-136364,SC,7/14/2014
CA-2012-137708,SC,11/22/2012
CA-2012-137708,SC,11/22/2012
CA-2012-137708,SC,11/22/2012
CA-2011-149055,Standard,11/23/2011
CA-2012-151589,FC,12/27/2012
CA-2012-151589,FC,12/27/2012
CA-2013-121370,SC,11/15/2013
CA-2013-121370,SC,11/15/2013
CA-2013-121370,SC,11/15/2013
CA-2013-111696,FC,9/5/2013
CA-2011-139598,Standard,12/26/2011
CA-2011-139598,Standard,12/26/2011
CA-2011-139598,Standard,12/26/2011
CA-2011-139598,Standard,12/26/2011
CA-2014-117436,Standard,6/15/2014
CA-2012-140025,Standard,7/4/2012
CA-2012-140025,Standard,7/4/2012
CA-2013-134222,1 Day,11/7/2013
CA-2013-140018,Standard,11/22/2013
CA-2013-140018,Standard,11/22/2013
CA-2013-140018,Standard,11/22/2013
US-2014-136707,FC,11/13/2014
CA-2011-152562,Standard,1/11/2011
CA-2011-152562,Standard,1/11/2011
CA-2013-152408,Standard,5/16/2013
CA-2011-120278,Standard,7/11/2011
CA-2011-120278,Standard,7/11/2011
CA-2011-120278,Standard,7/11/2011
CA-2011-120278,Standard,7/11/2011
CA-2014-167661,Standard,6/10/2014
CA-2014-167661,Standard,6/10/2014
CA-2014-167661,Standard,6/10/2014
CA-2014-106831,FC,2/6/2014
CA-2014-106831,FC,2/6/2014
CA-2014-106831,FC,2/6/2014
CA-2014-154123,Standard,11/21/2014
CA-2013-136049,Standard,12/24/2013
CA-2014-118402,Standard,5/10/2014
US-2013-139388,FC,8/11/2013
US-2011-128685,FC,4/4/2011
CA-2012-124044,SC,7/23/2012
CA-2011-164469,SC,6/25/2011
CA-2011-164469,SC,6/25/2011
CA-2011-164469,SC,6/25/2011
CA-2011-107818,Standard,8/9/2011
CA-2011-107818,Standard,8/9/2011
CA-2011-107818,Standard,8/9/2011
CA-2011-107818,Standard,8/9/2011
CA-2011-113320,SC,12/12/2011
CA-2011-113320,SC,12/12/2011
CA-2011-113320,SC,12/12/2011
CA-2012-137526,Standard,1/13/2012
CA-2012-137526,Standard,1/13/2012
CA-2012-137526,Standard,1/13/2012
CA-2014-136063,Standard,12/16/2014
CA-2013-101546,Standard,12/19/2013
CA-2011-138940,SC,4/16/2011
CA-2013-125164,Standard,11/11/2013
CA-2013-125164,Standard,11/11/2013
CA-2014-163531,Standard,1/7/2014
CA-2014-122490,Standard,11/14/2014
CA-2014-122490,Standard,11/14/2014
CA-2014-122490,Standard,11/14/2014
CA-2014-122490,Standard,11/14/2014
CA-2014-131366,Standard,11/25/2014
CA-2014-131366,Standard,11/25/2014
CA-2014-164042,Standard,5/24/2014
CA-2014-164042,Standard,5/24/2014
CA-2014-164042,Standard,5/24/2014
CA-2014-164042,Standard,5/24/2014
CA-2011-132864,Standard,2/12/2011
US-2011-155817,Standard,3/10/2011
US-2011-155817,Standard,3/10/2011
US-2013-131891,FC,1/8/2013
CA-2014-143567,SC,3/11/2014
CA-2014-143567,SC,3/11/2014
CA-2014-143567,SC,3/11/2014
CA-2014-143567,SC,3/11/2014
CA-2014-104080,Standard,3/16/2014
CA-2014-104080,Standard,3/16/2014
CA-2011-151379,Standard,12/16/2011
CA-2013-163167,SC,2/12/2013
CA-2013-163167,SC,2/12/2013
CA-2013-163167,SC,2/12/2013
CA-2013-163167,SC,2/12/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
CA-2013-135776,Standard,12/24/2013
US-2011-122021,FC,10/15/2011
US-2011-122021,FC,10/15/2011
CA-2013-130484,Standard,8/23/2013
CA-2014-120936,Standard,12/18/2014
CA-2014-120936,Standard,12/18/2014
CA-2014-110884,Standard,3/13/2014
CA-2014-110884,Standard,3/13/2014
US-2011-161613,SC,1/12/2011
US-2011-146353,SC,10/14/2011
US-2011-146353,SC,10/14/2011
CA-2011-133809,SC,11/18/2011
CA-2011-133809,SC,11/18/2011
CA-2014-127306,Standard,1/15/2014
CA-2014-127306,Standard,1/15/2014
CA-2014-127306,Standard,1/15/2014
CA-2014-127306,Standard,1/15/2014
CA-2014-127306,Standard,1/15/2014
CA-2012-161830,SC,9/24/2012
CA-2012-161830,SC,9/24/2012
CA-2014-163125,SC,10/10/2014
CA-2014-163125,SC,10/10/2014
CA-2013-160304,Standard,2/1/2013
CA-2013-160304,Standard,2/1/2013
CA-2014-101728,Standard,8/20/2014
CA-2014-114055,SC,12/26/2014
CA-2014-114055,SC,12/26/2014
CA-2014-114055,SC,12/26/2014
CA-2014-114055,SC,12/26/2014
CA-2014-126438,FC,9/14/2014
CA-2014-117653,Standard,10/20/2014
CA-2014-143245,Standard,2/12/2014
CA-2014-143245,Standard,2/12/2014
US-2011-138828,FC,2/9/2011
US-2011-138828,FC,2/9/2011
CA-2014-143651,Standard,3/26/2014
CA-2012-106978,Standard,4/10/2012
CA-2012-106978,Standard,4/10/2012
CA-2012-106978,Standard,4/10/2012
CA-2012-155124,Standard,3/15/2012
CA-2014-150931,Standard,1/14/2014
CA-2011-157147,Standard,1/14/2011
CA-2011-157147,Standard,1/14/2011
CA-2011-157147,Standard,1/14/2011
CA-2012-156482,Standard,2/13/2012
CA-2012-156482,Standard,2/13/2012
CA-2012-156482,Standard,2/13/2012
CA-2014-106782,Standard,12/22/2014
CA-2013-151372,FC,6/9/2013
CA-2013-151372,FC,6/9/2013
CA-2013-151372,FC,6/9/2013
CA-2011-102085,Standard,4/10/2011
CA-2014-107125,Standard,3/12/2014
CA-2014-107125,Standard,3/12/2014
CA-2013-125815,SC,2/11/2013
CA-2012-144190,Standard,6/13/2012
CA-2014-117926,SC,9/12/2014
CA-2012-153906,Standard,3/16/2012
CA-2011-160262,SC,6/13/2011
CA-2011-160262,SC,6/13/2011
CA-2011-160262,SC,6/13/2011
CA-2012-127607,Standard,3/20/2012
CA-2012-127607,Standard,3/20/2012
CA-2013-166226,Standard,11/19/2013
CA-2013-166226,Standard,11/19/2013
CA-2011-156587,FC,7/3/2011
CA-2011-156587,FC,7/3/2011
CA-2011-156587,FC,7/3/2011
CA-2013-141180,SC,5/16/2013
CA-2012-109708,SC,5/25/2012
CA-2012-122406,SC,2/8/2012
CA-2012-122406,SC,2/8/2012
CA-2012-122406,SC,2/8/2012
CA-2012-122406,SC,2/8/2012
US-2013-153815,FC,7/11/2013
US-2013-153815,FC,7/11/2013
US-2013-153815,FC,7/11/2013
US-2013-153815,FC,7/11/2013
CA-2013-164896,Standard,8/11/2013
CA-2012-142202,SC,9/18/2012
CA-2012-165050,FC,7/12/2012
CA-2012-165050,FC,7/12/2012
CA-2012-165050,FC,7/12/2012
US-2013-131114,SC,10/12/2013
US-2013-131114,SC,10/12/2013
US-2013-131114,SC,10/12/2013
CA-2011-160066,Standard,11/16/2011
CA-2013-109925,SC,7/11/2013
CA-2012-160696,Standard,6/9/2012
CA-2011-125171,1 Day,3/9/2011
CA-2013-149279,Standard,4/25/2013
CA-2013-149279,Standard,4/25/2013
CA-2013-149279,Standard,4/25/2013
CA-2014-107321,Standard,1/9/2014
CA-2014-107321,Standard,1/9/2014
US-2014-122714,Standard,8/12/2014
CA-2012-153038,Standard,12/18/2012
CA-2012-153038,Standard,12/18/2012
CA-2012-153038,Standard,12/18/2012
CA-2011-132227,Standard,4/11/2011
CA-2014-155824,Standard,3/16/2014
CA-2014-155824,Standard,3/16/2014
CA-2013-129238,Standard,1/31/2013
CA-2013-129238,Standard,1/31/2013
CA-2014-159688,Standard,5/13/2014
CA-2013-136126,1 Day,5/25/2013
CA-2013-136126,1 Day,5/25/2013
CA-2013-155033,Standard,8/10/2013
CA-2011-156006,SC,2/5/2011
CA-2012-158659,SC,10/11/2012
CA-2012-169796,Standard,9/11/2012
CA-2012-169796,Standard,9/11/2012
CA-2012-102876,Standard,7/9/2012
CA-2012-102876,Standard,7/9/2012
CA-2012-102876,Standard,7/9/2012
US-2014-139647,FC,5/14/2014
US-2014-160465,Standard,7/22/2014
US-2014-160465,Standard,7/22/2014
US-2014-160465,Standard,7/22/2014
CA-2011-153850,Standard,11/24/2011
CA-2011-153850,Standard,11/24/2011
CA-2011-127558,FC,11/15/2011
CA-2011-127558,FC,11/15/2011
CA-2011-127558,FC,11/15/2011
CA-2014-136511,SC,3/24/2014
CA-2013-133795,Standard,12/19/2013
CA-2013-133795,Standard,12/19/2013
CA-2013-133795,Standard,12/19/2013
US-2014-130953,Standard,4/8/2014
US-2014-130953,Standard,4/8/2014
US-2014-130953,Standard,4/8/2014
US-2014-130953,Standard,4/8/2014
CA-2011-151792,SC,2/9/2011
CA-2014-139304,Standard,1/30/2014
CA-2014-139304,Standard,1/30/2014
CA-2014-139304,Standard,1/30/2014
CA-2013-155166,Standard,12/27/2013
CA-2013-155166,Standard,12/27/2013
CA-2012-103954,SC,8/13/2012
CA-2011-169803,Standard,6/4/2011
CA-2011-169803,Standard,6/4/2011
CA-2014-141719,SC,11/18/2014
CA-2012-136469,FC,11/7/2012
CA-2012-136469,FC,11/7/2012
CA-2012-136469,FC,11/7/2012
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
CA-2013-158694,SC,11/11/2013
US-2011-104759,Standard,3/31/2011
US-2011-104759,Standard,3/31/2011
CA-2012-150511,Standard,9/18/2012
CA-2012-134922,Standard,7/11/2012
US-2014-120607,1 Day,5/20/2014
CA-2012-141243,SC,3/1/2012
CA-2012-141243,SC,3/1/2012
CA-2012-141243,SC,3/1/2012
CA-2012-162166,FC,8/9/2012
CA-2012-162166,FC,8/9/2012
CA-2013-120796,Standard,4/4/2013
CA-2013-109722,SC,6/12/2013
CA-2013-109722,SC,6/12/2013
CA-2012-136798,Standard,8/5/2012
CA-2012-136798,Standard,8/5/2012
CA-2012-136798,Standard,8/5/2012
CA-2014-122196,FC,9/23/2014
CA-2014-142090,Standard,1/12/2014
CA-2014-142090,Standard,1/12/2014
CA-2014-160934,Standard,1/16/2014
CA-2011-124478,Standard,8/8/2011
CA-2011-124478,Standard,8/8/2011
CA-2011-124478,Standard,8/8/2011
CA-2011-124478,Standard,8/8/2011
CA-2011-124478,Standard,8/8/2011
CA-2012-145485,1 Day,5/11/2012
CA-2014-151071,SC,4/26/2014
CA-2011-134572,SC,4/20/2011
CA-2011-134572,SC,4/20/2011
CA-2011-134572,SC,4/20/2011
CA-2014-143217,Standard,11/18/2014
US-2014-133312,Standard,11/26/2014
US-2014-133312,Standard,11/26/2014
US-2012-137533,1 Day,12/18/2012
CA-2013-155138,Standard,9/9/2013
CA-2013-155138,Standard,9/9/2013
CA-2013-108350,SC,7/6/2013
CA-2012-144302,Standard,6/19/2012
CA-2012-109001,Standard,5/3/2012
CA-2012-109001,Standard,5/3/2012
CA-2012-109001,Standard,5/3/2012
CA-2014-132738,FC,5/8/2014
CA-2014-132738,FC,5/8/2014
CA-2014-156720,Standard,12/31/2014
CA-2012-119102,Standard,5/23/2012
US-2011-140452,Standard,6/12/2011
US-2011-140452,Standard,6/12/2011
US-2011-140452,Standard,6/12/2011
US-2011-140452,Standard,6/12/2011
US-2011-140452,Standard,6/12/2011
US-2011-140452,Standard,6/12/2011
CA-2012-141936,Standard,7/8/2012
CA-2011-158442,1 Day,3/17/2011
CA-2011-158442,1 Day,3/17/2011
CA-2011-158442,1 Day,3/17/2011
CA-2012-167374,SC,3/26/2012
CA-2012-167374,SC,3/26/2012
CA-2011-116568,Standard,12/14/2011
CA-2012-147102,Standard,9/19/2012
CA-2014-132213,FC,4/26/2014
CA-2014-132213,FC,4/26/2014
CA-2011-138450,Standard,10/18/2011
CA-2011-138450,Standard,10/18/2011
CA-2011-138450,Standard,10/18/2011
CA-2012-153073,1 Day,11/13/2012
CA-2013-147970,SC,1/31/2013
CA-2013-150658,Standard,11/18/2013
CA-2014-125640,Standard,7/26/2014
CA-2014-154137,Standard,11/18/2014
CA-2012-127173,Standard,3/10/2012
CA-2012-127173,Standard,3/10/2012
CA-2012-127173,Standard,3/10/2012
CA-2011-149538,Standard,4/4/2011
CA-2011-149538,Standard,4/4/2011
CA-2011-149538,Standard,4/4/2011
CA-2011-149538,Standard,4/4/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2011-160766,1 Day,9/14/2011
CA-2014-146626,Standard,12/30/2014
CA-2012-123330,Standard,6/21/2012
CA-2014-155607,Standard,1/12/2014
CA-2014-155607,Standard,1/12/2014
CA-2013-151323,Standard,10/24/2013
CA-2012-146696,Standard,12/14/2012
CA-2013-128972,Standard,11/14/2013
CA-2014-128335,Standard,6/10/2014
CA-2014-128335,Standard,6/10/2014
CA-2012-154886,Standard,8/11/2012
CA-2013-111213,Standard,2/4/2013
CA-2013-111213,Standard,2/4/2013
CA-2013-111213,Standard,2/4/2013
CA-2014-161333,Standard,3/2/2014
CA-2014-161333,Standard,3/2/2014
CA-2014-161333,Standard,3/2/2014
CA-2014-128734,Standard,12/25/2014
CA-2014-128734,Standard,12/25/2014
CA-2011-141796,1 Day,6/21/2011
CA-2014-125101,SC,7/3/2014
CA-2014-169929,FC,9/26/2014
US-2011-121566,Standard,6/7/2011
US-2011-121566,Standard,6/7/2011
US-2012-124219,FC,7/8/2012
US-2012-124219,FC,7/8/2012
CA-2014-163006,SC,1/7/2014
CA-2014-163006,SC,1/7/2014
CA-2014-163006,SC,1/7/2014
CA-2012-156146,SC,10/26/2012
CA-2012-156146,SC,10/26/2012
CA-2011-111192,Standard,5/8/2011
CA-2013-115378,SC,11/19/2013
CA-2012-161627,Standard,6/7/2012
CA-2011-121006,Standard,10/11/2011
CA-2011-121006,Standard,10/11/2011
CA-2011-121006,Standard,10/11/2011
CA-2011-121006,Standard,10/11/2011
CA-2011-121006,Standard,10/11/2011
CA-2011-121006,Standard,10/11/2011
CA-2013-122903,SC,5/28/2013
CA-2013-122903,SC,5/28/2013
CA-2013-122903,SC,5/28/2013
CA-2012-107741,FC,8/3/2012
CA-2014-106432,Standard,10/20/2014
CA-2014-106432,Standard,10/20/2014
CA-2013-148908,FC,6/11/2013
CA-2013-123015,Standard,12/27/2013
US-2012-120502,Standard,4/13/2012
US-2012-120502,Standard,4/13/2012
US-2012-120502,Standard,4/13/2012
CA-2014-108749,FC,9/13/2014
CA-2014-108749,FC,9/13/2014
CA-2014-163335,FC,9/25/2014
CA-2014-163335,FC,9/25/2014
CA-2012-134719,Standard,10/10/2012
US-2012-154389,Standard,3/12/2012
CA-2012-115567,Standard,9/13/2012
CA-2012-115567,Standard,9/13/2012
US-2014-136679,Standard,11/15/2014
US-2014-136679,Standard,11/15/2014
US-2014-141943,Standard,6/5/2014
CA-2011-101560,SC,1/12/2011
CA-2011-101560,SC,1/12/2011
CA-2011-101560,SC,1/12/2011
CA-2011-101560,SC,1/12/2011
CA-2011-159709,Standard,5/15/2011
CA-2011-159709,Standard,5/15/2011
CA-2013-103982,Standard,4/3/2013
CA-2013-103982,Standard,4/3/2013
CA-2013-103982,Standard,4/3/2013
CA-2013-103982,Standard,4/3/2013
CA-2012-142454,Standard,8/15/2012
CA-2012-142454,Standard,8/15/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-102015,Standard,9/18/2012
CA-2012-156755,Standard,1/18/2012
CA-2012-130876,SC,5/16/2012
CA-2013-145898,1 Day,9/27/2013
CA-2013-145898,1 Day,9/27/2013
CA-2013-145898,1 Day,9/27/2013
CA-2013-145898,1 Day,9/27/2013
US-2014-159562,Standard,9/16/2014
CA-2014-134635,SC,4/16/2014
CA-2014-167080,Standard,6/15/2014
CA-2014-145653,1 Day,2/9/2014
CA-2011-140487,Standard,6/14/2011
CA-2014-117401,SC,5/19/2014
CA-2014-117401,SC,5/19/2014
CA-2014-117401,SC,5/19/2014
US-2014-109582,SC,9/13/2014
CA-2013-119865,Standard,6/22/2013
CA-2013-119865,Standard,6/22/2013
CA-2013-119865,Standard,6/22/2013
US-2011-147648,Standard,1/12/2011
CA-2014-124436,SC,3/20/2014
CA-2014-124436,SC,3/20/2014
CA-2014-124436,SC,3/20/2014
CA-2014-124436,SC,3/20/2014
CA-2011-115084,Standard,10/18/2011
CA-2014-131037,FC,8/23/2014
CA-2013-111143,FC,11/20/2013
CA-2011-166744,Standard,9/20/2011
CA-2011-166744,Standard,9/20/2011
CA-2011-166744,Standard,9/20/2011
CA-2013-116561,Standard,9/18/2013
CA-2013-116561,Standard,9/18/2013
CA-2013-110730,SC,9/24/2013
CA-2014-146367,Standard,5/8/2014
CA-2013-149454,FC,7/26/2013
CA-2013-156265,SC,3/8/2013
CA-2013-156265,SC,3/8/2013
CA-2013-156265,SC,3/8/2013
US-2012-168914,Standard,5/21/2012
US-2014-110989,SC,4/11/2014
CA-2012-106215,Standard,4/16/2012
US-2013-169369,Standard,12/13/2013
US-2013-169369,Standard,12/13/2013
CA-2012-132318,FC,2/11/2012
US-2011-131982,SC,7/3/2011
CA-2012-125185,SC,5/3/2012
CA-2012-125185,SC,5/3/2012
CA-2013-130078,Standard,8/15/2013
US-2014-114034,Standard,4/1/2014
US-2014-115595,FC,10/10/2014
CA-2014-158722,Standard,10/21/2014
CA-2011-105165,FC,7/9/2011
CA-2011-105165,FC,7/9/2011
CA-2011-105165,FC,7/9/2011
CA-2011-105165,FC,7/9/2011
CA-2011-105165,FC,7/9/2011
CA-2014-147452,FC,1/10/2014
CA-2014-147452,FC,1/10/2014
CA-2014-147452,FC,1/10/2014
US-2014-114657,Standard,11/17/2014
CA-2014-144484,1 Day,12/9/2014
CA-2014-144484,1 Day,12/9/2014
CA-2014-125913,1 Day,1/17/2014
CA-2014-125913,1 Day,1/17/2014
US-2013-158309,FC,11/27/2013
CA-2012-162887,SC,7/11/2012
CA-2014-147333,Standard,12/15/2014
CA-2014-147333,Standard,12/15/2014
CA-2011-113859,Standard,9/13/2011
CA-2011-159681,Standard,7/12/2011
US-2014-104094,Standard,8/9/2014
CA-2014-152709,Standard,8/10/2014
CA-2012-105158,Standard,5/9/2012
CA-2012-105158,Standard,5/9/2012
CA-2011-133424,Standard,3/30/2011
CA-2011-133424,Standard,3/30/2011
CA-2014-105991,FC,6/5/2014
CA-2014-105991,FC,6/5/2014
CA-2014-105991,FC,6/5/2014
US-2014-136784,Standard,1/5/2014
CA-2011-146283,Standard,8/9/2011
CA-2011-146283,Standard,8/9/2011
CA-2011-146283,Standard,8/9/2011
CA-2014-151218,FC,6/21/2014
CA-2012-111073,Standard,12/26/2012
CA-2014-144883,Standard,8/16/2014
CA-2014-142174,Standard,5/3/2014
CA-2014-108791,Standard,1/8/2014
CA-2014-108791,Standard,1/8/2014
CA-2013-106656,FC,9/24/2013
CA-2013-106656,FC,9/24/2013
CA-2013-113831,Standard,4/6/2013
CA-2013-113831,Standard,4/6/2013
CA-2013-113831,Standard,4/6/2013
US-2011-139500,Standard,11/16/2011
US-2011-166310,FC,9/21/2011
US-2013-168410,Standard,2/21/2013
US-2013-168410,Standard,2/21/2013
US-2013-168410,Standard,2/21/2013
CA-2014-131254,FC,11/20/2014
CA-2014-131254,FC,11/20/2014
CA-2014-131254,FC,11/20/2014
CA-2013-123414,Standard,8/22/2013
CA-2013-123414,Standard,8/22/2013
CA-2014-137876,Standard,1/5/2014
CA-2014-137876,Standard,1/5/2014
CA-2013-154060,Standard,3/5/2013
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
US-2014-162558,FC,3/10/2014
CA-2014-134439,SC,9/19/2014
CA-2012-119508,Standard,4/12/2012
CA-2012-119508,Standard,4/12/2012
CA-2012-152681,Standard,1/17/2012
CA-2011-130813,SC,7/1/2011
CA-2012-120320,Standard,5/3/2012
CA-2013-111941,SC,12/26/2013
CA-2013-123120,Standard,5/9/2013
CA-2013-123120,Standard,5/9/2013
CA-2013-123120,Standard,5/9/2013
CA-2011-103331,Standard,1/9/2011
CA-2011-103331,Standard,1/9/2011
CA-2011-103331,Standard,1/9/2011
CA-2012-169278,Standard,5/21/2012
CA-2014-111577,Standard,10/17/2014
CA-2012-146486,SC,9/11/2012
CA-2012-146486,SC,9/11/2012
CA-2012-146486,SC,9/11/2012
CA-2012-146486,SC,9/11/2012
US-2011-168501,Standard,11/21/2011
US-2011-168501,Standard,11/21/2011
CA-2012-112053,SC,10/13/2012
CA-2014-108539,SC,3/22/2014
CA-2014-108539,SC,3/22/2014
CA-2014-108539,SC,3/22/2014
CA-2012-149811,Standard,4/1/2012
CA-2012-149811,Standard,4/1/2012
US-2014-103814,Standard,10/12/2014
CA-2013-123932,Standard,7/9/2013
CA-2013-123932,Standard,7/9/2013
US-2013-101616,FC,4/9/2013
CA-2011-113768,Standard,5/13/2011
CA-2011-113768,Standard,5/13/2011
CA-2013-138037,Standard,4/10/2013
CA-2011-150490,Standard,5/8/2011
CA-2011-150490,Standard,5/8/2011
CA-2011-150490,Standard,5/8/2011
US-2014-126060,Standard,4/15/2014
CA-2014-100951,FC,10/6/2014
CA-2013-122014,Standard,12/30/2013
CA-2013-122014,Standard,12/30/2013
CA-2011-123477,SC,1/19/2011
CA-2013-107790,Standard,11/21/2013
CA-2014-158071,Standard,6/16/2014
CA-2014-158071,Standard,6/16/2014
CA-2014-158071,Standard,6/16/2014
CA-2014-147403,FC,9/14/2014
US-2014-136721,Standard,4/13/2014
US-2014-136721,Standard,4/13/2014
CA-2012-118738,Standard,10/24/2012
CA-2012-118738,Standard,10/24/2012
CA-2012-118738,Standard,10/24/2012
CA-2014-134152,Standard,1/6/2014
CA-2014-134152,Standard,1/6/2014
CA-2011-125542,FC,5/12/2011
CA-2011-125542,FC,5/12/2011
CA-2013-136021,Standard,8/15/2013
CA-2013-136021,Standard,8/15/2013
CA-2013-149195,SC,6/9/2013
CA-2013-149195,SC,6/9/2013
CA-2013-149195,SC,6/9/2013
CA-2014-161410,Standard,4/7/2014
CA-2014-161410,Standard,4/7/2014
CA-2014-152786,Standard,3/13/2014
CA-2014-164707,SC,2/19/2014
CA-2014-164707,SC,2/19/2014
CA-2014-164707,SC,2/19/2014
CA-2014-163874,SC,11/11/2014
US-2011-123183,Standard,11/19/2011
US-2011-123183,Standard,11/19/2011
US-2011-123183,Standard,11/19/2011
US-2011-123183,Standard,11/19/2011
CA-2011-104829,SC,11/18/2011
US-2013-147340,1 Day,9/25/2013
CA-2013-145492,Standard,11/21/2013
CA-2013-163202,Standard,3/10/2013
CA-2013-117681,Standard,4/15/2013
CA-2014-132262,FC,9/22/2014
CA-2014-132262,FC,9/22/2014
CA-2014-123043,Standard,8/25/2014
CA-2014-123043,Standard,8/25/2014
US-2013-143280,Standard,2/22/2013
US-2013-143280,Standard,2/22/2013
US-2013-143280,Standard,2/22/2013
CA-2014-108854,Standard,9/12/2014
CA-2014-108854,Standard,9/12/2014
CA-2014-108854,Standard,9/12/2014
CA-2014-108854,Standard,9/12/2014
CA-2014-166856,Standard,9/19/2014
CA-2014-166856,Standard,9/19/2014
CA-2013-153157,FC,9/15/2013
US-2014-125647,Standard,9/24/2014
US-2014-125647,Standard,9/24/2014
US-2014-125647,Standard,9/24/2014
CA-2011-132542,SC,6/10/2011
CA-2012-110877,FC,10/23/2012
CA-2012-110877,FC,10/23/2012
US-2013-151827,SC,1/4/2013
US-2013-151827,SC,1/4/2013
US-2013-163258,Standard,12/30/2013
CA-2014-103009,SC,4/11/2014
US-2014-120649,Standard,1/21/2014
CA-2013-153598,FC,4/12/2013
CA-2013-153598,FC,4/12/2013
US-2013-108497,1 Day,6/15/2013
CA-2013-113096,FC,3/9/2013
CA-2011-136861,FC,5/9/2011
CA-2014-117422,Standard,10/22/2014
CA-2014-117422,Standard,10/22/2014
CA-2014-117422,Standard,10/22/2014
CA-2014-129707,Standard,4/26/2014
CA-2012-160171,Standard,10/19/2012
CA-2012-160171,Standard,10/19/2012
CA-2011-103317,FC,5/7/2011
CA-2011-103317,FC,5/7/2011
CA-2011-103317,FC,5/7/2011
CA-2013-167115,Standard,5/4/2013
US-2014-153633,SC,11/14/2014
CA-2014-155929,Standard,9/14/2014
CA-2012-148712,Standard,4/17/2012
CA-2012-148712,Standard,4/17/2012
CA-2012-148712,Standard,4/17/2012
CA-2013-128307,Standard,7/26/2013
US-2013-127425,Standard,1/9/2013
US-2013-127425,Standard,1/9/2013
US-2011-119081,Standard,9/19/2011
