PID,category,subcategory,date
TEC_PH10001619,Technology,Phones,8/24/2012
OFF_PA10004888,Office Supplies,Paper,9/23/2011
OFF_ST10000736,Office Supplies,Storage,9/23/2011
OFF_BI10001120,Office Supplies,Binders,9/23/2011
OFF_BI10000301,Office Supplies,Binders,9/23/2011
OFF_AP10004655,Office Supplies,Appliances,6/20/2014
OFF_AP10002906,Office Supplies,Appliances,6/20/2014
OFF_PA10000740,Office Supplies,Paper,6/20/2014
FUR_FU10001940,Furniture,Furnishings,12/22/2014
TEC_PH10000439,Technology,Phones,8/8/2014
OFF_BI10000404,Office Supplies,Binders,8/8/2014
OFF_BI10003676,Office Supplies,Binders,8/23/2013
OFF_ST10002486,Office Supplies,Storage,7/9/2012
FUR_TA10003837,Furniture,Tables,7/9/2012
TEC_PH10002923,Technology,Phones,12/25/2012
FUR_BO10004360,Furniture,Bookcases,12/25/2012
OFF_PA10002160,Office Supplies,Paper,12/25/2012
OFF_AR10002375,Office Supplies,Art,12/25/2012
OFF_LA10000443,Office Supplies,Labels,2/5/2012
TEC_PH10001750,Technology,Phones,2/5/2012
OFF_BI10004632,Office Supplies,Binders,11/25/2013
OFF_BI10002813,Office Supplies,Binders,11/24/2012
OFF_PA10002005,Office Supplies,Paper,11/24/2012
OFF_ST10000060,Office Supplies,Storage,11/24/2012
OFF_BI10002706,Office Supplies,Binders,11/24/2012
TEC_AC10000199,Technology,Accessories,5/9/2014
OFF_PA10002870,Office Supplies,Paper,5/13/2014
OFF_LA10004545,Office Supplies,Labels,5/13/2014
OFF_BI10000962,Office Supplies,Binders,5/13/2014
OFF_AP10004249,Office Supplies,Appliances,5/18/2011
FUR_FU10001602,Furniture,Furnishings,1/8/2014
OFF_AR10003179,Office Supplies,Art,7/5/2014
OFF_ST10003722,Office Supplies,Storage,9/19/2011
TEC_MA10001127,Technology,Machines,9/19/2011
OFF_AP10001947,Office Supplies,Appliances,3/29/2012
OFF_BI10001107,Office Supplies,Binders,11/18/2011
OFF_PA10000349,Office Supplies,Paper,2/7/2012
OFF_PA10003349,Office Supplies,Paper,2/7/2012
OFF_FA10002280,Office Supplies,Fasteners,8/9/2011
TEC_MA10000029,Technology,Machines,8/9/2011
OFF_BI10002854,Office Supplies,Binders,3/10/2014
OFF_ST10003716,Office Supplies,Storage,3/10/2014
OFF_FA10000624,Office Supplies,Fasteners,11/20/2014
OFF_BI10004654,Office Supplies,Binders,12/31/2013
OFF_ST10001228,Office Supplies,Storage,2/12/2014
FUR_FU10003798,Furniture,Furnishings,2/12/2014
OFF_LA10003148,Office Supplies,Labels,6/14/2013
OFF_BI10001249,Office Supplies,Binders,5/19/2011
OFF_AR10003759,Office Supplies,Art,1/31/2014
OFF_AR10001227,Office Supplies,Art,1/31/2014
FUR_CH10000863,Furniture,Chairs,1/31/2014
FUR_FU10004017,Furniture,Furnishings,4/12/2012
OFF_BI10000962,Office Supplies,Binders,10/24/2014
OFF_ST10004507,Office Supplies,Storage,10/24/2014
TEC_AC10002942,Technology,Accessories,10/24/2014
OFF_ST10002344,Office Supplies,Storage,10/24/2014
OFF_LA10002475,Office Supplies,Labels,8/9/2014
OFF_PA10003072,Office Supplies,Paper,8/9/2014
OFF_EN10001509,Office Supplies,Envelopes,8/9/2014
OFF_BI10004781,Office Supplies,Binders,12/30/2013
OFF_BI10000145,Office Supplies,Binders,12/30/2013
TEC_AC10003280,Technology,Accessories,5/12/2012
OFF_BI10001107,Office Supplies,Binders,5/12/2012
OFF_PA10000533,Office Supplies,Paper,1/11/2011
OFF_AR10003056,Office Supplies,Art,4/17/2013
TEC_PH10002834,Technology,Phones,5/15/2014
OFF_ST10002214,Office Supplies,Storage,5/15/2014
OFF_LA10004484,Office Supplies,Labels,3/14/2012
OFF_BI10003091,Office Supplies,Binders,3/14/2012
TEC_AC10003027,Technology,Accessories,1/15/2014
OFF_ST10003638,Office Supplies,Storage,1/15/2014
OFF_PA10003848,Office Supplies,Paper,3/13/2012
OFF_ST10002352,Office Supplies,Storage,10/13/2011
FUR_CH10000229,Furniture,Chairs,10/13/2011
OFF_PA10000788,Office Supplies,Paper,4/13/2012
OFF_PA10002968,Office Supplies,Paper,4/13/2012
OFF_ST10002486,Office Supplies,Storage,11/17/2014
OFF_BI10002215,Office Supplies,Binders,2/7/2013
OFF_PA10000788,Office Supplies,Paper,2/7/2013
OFF_BI10003364,Office Supplies,Binders,2/7/2013
OFF_AR10003582,Office Supplies,Art,11/29/2012
TEC_PH10003273,Technology,Phones,7/4/2011
OFF_PA10000100,Office Supplies,Paper,7/4/2011
OFF_PA10001776,Office Supplies,Paper,6/17/2013
OFF_BI10004182,Office Supplies,Binders,7/3/2014
OFF_BI10000756,Office Supplies,Binders,8/10/2014
TEC_AC10001539,Technology,Accessories,7/10/2014
OFF_PA10002377,Office Supplies,Paper,7/10/2014
OFF_ST10000991,Office Supplies,Storage,7/10/2014
FUR_BO10002853,Furniture,Bookcases,6/12/2013
TEC_AC10004510,Technology,Accessories,10/22/2013
OFF_BI10003712,Office Supplies,Binders,5/19/2014
OFF_BI10002571,Office Supplies,Binders,5/19/2014
OFF_ST10004835,Office Supplies,Storage,5/19/2014
OFF_PA10004022,Office Supplies,Paper,2/10/2013
TEC_CO10004722,Technology,Copiers,11/18/2014
OFF_PA10004248,Office Supplies,Paper,8/7/2012
FUR_TA10000577,Furniture,Tables,11/16/2012
TEC_PH10001254,Technology,Phones,11/16/2012
OFF_AR10001044,Office Supplies,Art,6/18/2012
FUR_FU10002597,Furniture,Furnishings,4/15/2013
OFF_LA10004093,Office Supplies,Labels,4/18/2012
OFF_AP10000179,Office Supplies,Appliances,4/12/2013
OFF_BI10001072,Office Supplies,Binders,4/12/2013
OFF_LA10004093,Office Supplies,Labels,10/12/2012
TEC_CO10002095,Technology,Copiers,10/12/2012
OFF_PA10002713,Office Supplies,Paper,10/12/2012
OFF_PA10002254,Office Supplies,Paper,10/12/2012
OFF_AR10001683,Office Supplies,Art,2/11/2011
OFF_PA10002195,Office Supplies,Paper,2/11/2011
FUR_FU10002364,Furniture,Furnishings,2/11/2011
OFF_BI10004001,Office Supplies,Binders,2/11/2011
FUR_FU10000023,Furniture,Furnishings,2/11/2011
FUR_CH10002320,Furniture,Chairs,2/11/2011
FUR_TA10003238,Furniture,Tables,2/11/2011
OFF_PA10004965,Office Supplies,Paper,10/12/2014
OFF_PA10003016,Office Supplies,Paper,5/5/2011
OFF_AR10003651,Office Supplies,Art,5/5/2011
OFF_PA10001363,Office Supplies,Paper,5/5/2011
OFF_BI10003876,Office Supplies,Binders,5/3/2013
OFF_EN10004007,Office Supplies,Envelopes,4/12/2011
OFF_LA10002271,Office Supplies,Labels,2/18/2012
FUR_BO10003894,Furniture,Bookcases,2/4/2014
TEC_MA10000418,Technology,Machines,2/4/2014
OFF_PA10004243,Office Supplies,Paper,6/14/2014
OFF_BI10001759,Office Supplies,Binders,6/14/2014
TEC_MA10001570,Technology,Machines,6/14/2014
OFF_ST10004804,Office Supplies,Storage,6/14/2014
FUR_BO10001519,Furniture,Bookcases,6/14/2014
OFF_BI10000343,Office Supplies,Binders,1/10/2013
FUR_FU10003930,Furniture,Furnishings,12/13/2011
OFF_FA10004854,Office Supplies,Fasteners,11/17/2014
FUR_CH10003396,Furniture,Chairs,5/1/2012
OFF_PA10001994,Office Supplies,Paper,3/25/2013
FUR_FU10003601,Furniture,Furnishings,6/7/2014
OFF_BI10003429,Office Supplies,Binders,6/7/2014
OFF_PA10000232,Office Supplies,Paper,6/7/2014
OFF_PA10002195,Office Supplies,Paper,6/7/2014
OFF_BI10004492,Office Supplies,Binders,6/7/2014
OFF_PA10004000,Office Supplies,Paper,9/21/2011
OFF_LA10004425,Office Supplies,Labels,9/21/2011
OFF_BI10000948,Office Supplies,Binders,7/24/2013
OFF_AR10001972,Office Supplies,Art,4/9/2014
OFF_AR10004587,Office Supplies,Art,3/27/2014
OFF_PA10000994,Office Supplies,Paper,12/30/2014
OFF_AP10001366,Office Supplies,Appliances,9/20/2011
OFF_BI10001636,Office Supplies,Binders,9/20/2011
TEC_PH10001448,Technology,Phones,5/4/2013
OFF_PA10001776,Office Supplies,Paper,5/4/2013
TEC_AC10002323,Technology,Accessories,3/26/2011
OFF_AR10004582,Office Supplies,Art,5/12/2014
FUR_FU10000576,Furniture,Furnishings,5/12/2014
FUR_FU10004270,Furniture,Furnishings,5/12/2014
OFF_BI10004236,Office Supplies,Binders,2/12/2013
FUR_CH10004997,Furniture,Chairs,2/12/2013
FUR_CH10000988,Furniture,Chairs,9/19/2011
TEC_PH10004897,Technology,Phones,10/23/2012
OFF_AR10002656,Office Supplies,Art,10/23/2012
TEC_PH10004924,Technology,Phones,10/23/2012
OFF_PA10003127,Office Supplies,Paper,10/14/2014
OFF_BI10000778,Office Supplies,Binders,10/14/2014
FUR_FU10001424,Furniture,Furnishings,10/14/2014
OFF_BI10000962,Office Supplies,Binders,4/9/2012
FUR_CH10002880,Furniture,Chairs,3/15/2013
OFF_EN10004386,Office Supplies,Envelopes,3/11/2014
OFF_LA10001045,Office Supplies,Labels,10/16/2014
TEC_AC10002006,Technology,Accessories,8/8/2014
OFF_AP10001242,Office Supplies,Appliances,9/22/2014
OFF_BI10000216,Office Supplies,Binders,4/11/2014
FUR_TA10002774,Furniture,Tables,6/11/2013
OFF_BI10004364,Office Supplies,Binders,6/11/2013
FUR_BO10000780,Furniture,Bookcases,6/11/2013
OFF_BI10001989,Office Supplies,Binders,6/11/2013
TEC_AC10004001,Technology,Accessories,6/11/2013
FUR_TA10000688,Furniture,Tables,6/26/2014
FUR_FU10003930,Furniture,Furnishings,11/26/2012
FUR_FU10000965,Furniture,Furnishings,11/25/2013
TEC_PH10004071,Technology,Phones,7/22/2014
OFF_AR10001044,Office Supplies,Art,7/22/2014
OFF_BI10004140,Office Supplies,Binders,10/23/2012
OFF_AP10002684,Office Supplies,Appliances,7/13/2012
OFF_ST10000046,Office Supplies,Storage,8/19/2014
TEC_MA10001047,Technology,Machines,4/17/2013
FUR_FU10000550,Furniture,Furnishings,4/17/2013
OFF_BI10002432,Office Supplies,Binders,4/17/2013
OFF_PA10004470,Office Supplies,Paper,11/14/2011
FUR_CH10001797,Furniture,Chairs,11/14/2011
OFF_LA10003720,Office Supplies,Labels,12/20/2011
OFF_BI10004600,Office Supplies,Binders,12/20/2011
FUR_BO10003965,Furniture,Bookcases,11/21/2012
OFF_LA10000240,Office Supplies,Labels,11/21/2012
TEC_CO10001571,Technology,Copiers,11/21/2012
OFF_ST10000736,Office Supplies,Storage,12/29/2014
OFF_BI10002082,Office Supplies,Binders,5/17/2012
OFF_PA10002250,Office Supplies,Paper,5/17/2012
OFF_AR10000122,Office Supplies,Art,10/12/2014
FUR_TA10003748,Furniture,Tables,10/12/2014
OFF_AP10001394,Office Supplies,Appliances,10/12/2014
TEC_PH10004896,Technology,Phones,3/17/2014
FUR_TA10002607,Furniture,Tables,10/23/2014
FUR_FU10001215,Furniture,Furnishings,4/7/2014
OFF_ST10000419,Office Supplies,Storage,5/9/2014
TEC_PH10001459,Technology,Phones,8/24/2014
OFF_PA10000241,Office Supplies,Paper,8/24/2014
OFF_AP10003040,Office Supplies,Appliances,8/24/2014
FUR_FU10001852,Furniture,Furnishings,8/24/2014
OFF_PA10000141,Office Supplies,Paper,8/24/2014
OFF_AR10002804,Office Supplies,Art,8/22/2011
OFF_EN10003862,Office Supplies,Envelopes,5/10/2013
FUR_FU10000448,Furniture,Furnishings,10/26/2011
TEC_PH10000526,Technology,Phones,10/26/2011
OFF_BI10002764,Office Supplies,Binders,6/29/2013
OFF_BI10001524,Office Supplies,Binders,6/29/2013
TEC_PH10001079,Technology,Phones,4/11/2011
FUR_TA10002041,Furniture,Tables,4/11/2011
OFF_BI10001036,Office Supplies,Binders,4/11/2011
OFF_PA10000223,Office Supplies,Paper,4/11/2011
TEC_MA10003246,Technology,Machines,4/11/2011
OFF_AP10001962,Office Supplies,Appliances,8/9/2011
OFF_AR10004062,Office Supplies,Art,1/7/2012
OFF_BI10004330,Office Supplies,Binders,1/7/2012
OFF_ST10001963,Office Supplies,Storage,1/7/2012
OFF_EN10002230,Office Supplies,Envelopes,2/8/2012
FUR_FU10000175,Furniture,Furnishings,8/12/2014
TEC_PH10004897,Technology,Phones,12/29/2011
OFF_ST10003123,Office Supplies,Storage,12/29/2011
OFF_BI10001658,Office Supplies,Binders,2/14/2012
TEC_PH10002834,Technology,Phones,2/14/2012
OFF_BI10002160,Office Supplies,Binders,2/14/2012
OFF_AR10004999,Office Supplies,Art,2/14/2012
TEC_AC10003280,Technology,Accessories,2/14/2012
OFF_AR10000315,Office Supplies,Art,1/25/2013
OFF_PA10000007,Office Supplies,Paper,1/25/2013
OFF_PA10000791,Office Supplies,Paper,2/4/2014
OFF_PA10000556,Office Supplies,Paper,4/10/2014
OFF_AP10000804,Office Supplies,Appliances,4/10/2014
TEC_AC10001998,Technology,Accessories,2/9/2014
OFF_BI10003476,Office Supplies,Binders,2/9/2014
TEC_AC10003237,Technology,Accessories,12/21/2012
OFF_EN10003798,Office Supplies,Envelopes,12/21/2012
OFF_EN10003068,Office Supplies,Envelopes,12/20/2012
FUR_FU10002088,Furniture,Furnishings,12/20/2012
TEC_AC10000158,Technology,Accessories,1/12/2012
OFF_PA10000482,Office Supplies,Paper,1/12/2012
OFF_PA10004888,Office Supplies,Paper,2/9/2014
OFF_AR10003478,Office Supplies,Art,3/22/2011
OFF_ST10003208,Office Supplies,Storage,12/18/2014
OFF_BI10004970,Office Supplies,Binders,3/20/2014
TEC_PH10000038,Technology,Phones,3/20/2014
TEC_AC10001552,Technology,Accessories,3/20/2014
TEC_AC10002926,Technology,Accessories,3/20/2014
FUR_CH10001394,Furniture,Chairs,9/19/2013
FUR_FU10004053,Furniture,Furnishings,9/19/2013
OFF_BI10004230,Office Supplies,Binders,11/25/2014
OFF_ST10000060,Office Supplies,Storage,11/25/2014
OFF_ST10001325,Office Supplies,Storage,4/16/2014
TEC_AC10003441,Technology,Accessories,4/16/2014
TEC_PH10003215,Technology,Phones,11/12/2014
OFF_PA10002005,Office Supplies,Paper,11/12/2014
OFF_BI10004465,Office Supplies,Binders,11/25/2014
OFF_BI10000545,Office Supplies,Binders,4/12/2012
OFF_AR10003752,Office Supplies,Art,4/12/2012
OFF_PA10001937,Office Supplies,Paper,12/12/2014
FUR_FU10004306,Furniture,Furnishings,12/12/2014
FUR_CH10003973,Furniture,Chairs,12/12/2014
OFF_PA10000565,Office Supplies,Paper,5/22/2013
TEC_PH10003875,Technology,Phones,2/18/2014
OFF_AR10001953,Office Supplies,Art,5/21/2014
OFF_AR10001374,Office Supplies,Art,5/21/2014
OFF_ST10003816,Office Supplies,Storage,5/21/2014
OFF_FA10001843,Office Supplies,Fasteners,5/21/2014
OFF_AR10000657,Office Supplies,Art,5/21/2014
OFF_FA10000936,Office Supplies,Fasteners,9/14/2014
OFF_PA10003657,Office Supplies,Paper,9/14/2014
OFF_BI10001989,Office Supplies,Binders,6/11/2013
OFF_AR10002987,Office Supplies,Art,6/11/2013
OFF_LA10000414,Office Supplies,Labels,6/11/2013
OFF_AR10003602,Office Supplies,Art,7/24/2014
TEC_AC10002550,Technology,Accessories,7/24/2014
OFF_AP10002998,Office Supplies,Appliances,11/19/2013
FUR_FU10003708,Furniture,Furnishings,4/25/2011
OFF_AP10001391,Office Supplies,Appliances,4/25/2011
FUR_CH10003973,Furniture,Chairs,4/25/2011
OFF_EN10000461,Office Supplies,Envelopes,2/12/2012
OFF_EN10002831,Office Supplies,Envelopes,2/12/2012
OFF_AR10004648,Office Supplies,Art,10/25/2012
FUR_TA10001857,Furniture,Tables,10/25/2012
OFF_BI10000546,Office Supplies,Binders,7/20/2012
FUR_BO10004690,Furniture,Bookcases,7/20/2012
TEC_PH10001557,Technology,Phones,7/20/2012
FUR_BO10002545,Furniture,Bookcases,7/20/2012
OFF_AP10001366,Office Supplies,Appliances,3/11/2013
OFF_BI10001628,Office Supplies,Binders,3/11/2013
OFF_PA10003651,Office Supplies,Paper,11/21/2014
FUR_BO10003159,Furniture,Bookcases,11/21/2014
TEC_PH10001459,Technology,Phones,11/21/2014
OFF_AR10004602,Office Supplies,Art,11/21/2014
OFF_AR10001953,Office Supplies,Art,9/9/2013
TEC_PH10000923,Technology,Phones,9/9/2013
OFF_ST10002583,Office Supplies,Storage,7/20/2011
OFF_BI10000977,Office Supplies,Binders,7/20/2011
TEC_PH10002549,Technology,Phones,11/16/2013
FUR_CH10002880,Furniture,Chairs,7/7/2011
FUR_FU10003039,Furniture,Furnishings,7/7/2011
OFF_EN10003055,Office Supplies,Envelopes,3/18/2013
OFF_AP10002945,Office Supplies,Appliances,3/18/2013
FUR_FU10004306,Furniture,Furnishings,3/18/2013
OFF_AR10002445,Office Supplies,Art,12/27/2013
OFF_AR10002445,Office Supplies,Art,2/9/2011
TEC_AC10002345,Technology,Accessories,5/7/2012
OFF_ST10001558,Office Supplies,Storage,5/7/2012
OFF_PA10001622,Office Supplies,Paper,11/21/2013
OFF_PA10000418,Office Supplies,Paper,11/21/2013
OFF_BI10000343,Office Supplies,Binders,11/21/2013
OFF_LA10004425,Office Supplies,Labels,6/5/2011
OFF_AR10001897,Office Supplies,Art,6/5/2011
OFF_PA10003883,Office Supplies,Paper,6/21/2011
TEC_PH10003963,Technology,Phones,6/21/2011
OFF_AP10001303,Office Supplies,Appliances,6/21/2011
OFF_BI10003925,Office Supplies,Binders,8/20/2014
TEC_PH10004586,Technology,Phones,6/12/2011
OFF_FA10003495,Office Supplies,Fasteners,6/12/2011
OFF_BI10002867,Office Supplies,Binders,4/13/2014
FUR_FU10003773,Furniture,Furnishings,12/20/2011
OFF_BI10002954,Office Supplies,Binders,12/17/2011
OFF_SU10002537,Office Supplies,Supplies,11/17/2012
OFF_AR10001374,Office Supplies,Art,4/3/2011
OFF_AP10001492,Office Supplies,Appliances,5/19/2014
FUR_BO10003546,Furniture,Bookcases,5/19/2014
TEC_PH10002185,Technology,Phones,5/19/2014
OFF_BI10000315,Office Supplies,Binders,5/19/2014
TEC_PH10002350,Technology,Phones,5/19/2014
OFF_PA10002666,Office Supplies,Paper,9/23/2014
FUR_CH10004495,Furniture,Chairs,3/22/2014
OFF_AR10001725,Office Supplies,Art,9/15/2014
OFF_FA10002280,Office Supplies,Fasteners,4/11/2013
OFF_AR10001770,Office Supplies,Art,4/11/2013
FUR_FU10002885,Furniture,Furnishings,4/11/2013
OFF_AR10003772,Office Supplies,Art,4/11/2013
FUR_TA10003392,Furniture,Tables,4/11/2013
OFF_BI10000014,Office Supplies,Binders,4/5/2013
OFF_AR10003217,Office Supplies,Art,4/5/2013
OFF_AP10002403,Office Supplies,Appliances,4/5/2013
OFF_PA10001972,Office Supplies,Paper,12/28/2013
OFF_PA10004041,Office Supplies,Paper,12/28/2013
TEC_AC10004975,Technology,Accessories,7/23/2013
OFF_ST10001932,Office Supplies,Storage,7/23/2013
OFF_AR10001761,Office Supplies,Art,7/23/2013
OFF_PA10002262,Office Supplies,Paper,7/23/2013
OFF_EN10004483,Office Supplies,Envelopes,11/16/2011
OFF_PA10003270,Office Supplies,Paper,11/16/2011
OFF_BI10001634,Office Supplies,Binders,11/16/2011
OFF_ST10000675,Office Supplies,Storage,11/16/2011
FUR_FU10000732,Furniture,Furnishings,6/19/2012
OFF_PA10004355,Office Supplies,Paper,6/19/2012
OFF_EN10000056,Office Supplies,Envelopes,6/19/2012
FUR_FU10000221,Furniture,Furnishings,5/7/2013
OFF_EN10003567,Office Supplies,Envelopes,5/7/2013
FUR_BO10001811,Furniture,Bookcases,5/7/2013
OFF_ST10002486,Office Supplies,Storage,5/7/2013
FUR_CH10002372,Furniture,Chairs,3/9/2012
OFF_BI10003274,Office Supplies,Binders,3/9/2012
OFF_PA10001878,Office Supplies,Paper,8/8/2014
OFF_SU10002881,Office Supplies,Supplies,3/14/2014
FUR_FU10001979,Furniture,Furnishings,2/10/2014
OFF_ST10001522,Office Supplies,Storage,2/10/2014
TEC_AC10003657,Technology,Accessories,2/10/2014
OFF_BI10001718,Office Supplies,Binders,2/10/2014
OFF_PA10003022,Office Supplies,Paper,2/10/2014
OFF_AP10000891,Office Supplies,Appliances,2/10/2014
OFF_BI10004970,Office Supplies,Binders,7/8/2012
OFF_AR10003759,Office Supplies,Art,2/12/2014
OFF_EN10003001,Office Supplies,Envelopes,2/12/2014
FUR_BO10000780,Furniture,Bookcases,2/12/2014
OFF_PA10001972,Office Supplies,Paper,2/12/2014
FUR_CH10003535,Furniture,Chairs,5/13/2014
FUR_CH10003774,Furniture,Chairs,9/30/2014
TEC_AC10004571,Technology,Accessories,9/30/2014
FUR_TA10004442,Furniture,Tables,9/30/2014
OFF_PA10002787,Office Supplies,Paper,9/30/2014
FUR_FU10004586,Furniture,Furnishings,9/30/2014
OFF_PA10002606,Office Supplies,Paper,9/30/2014
OFF_ST10000129,Office Supplies,Storage,10/23/2014
FUR_TA10003748,Furniture,Tables,10/23/2014
OFF_PA10004948,Office Supplies,Paper,3/24/2011
OFF_FA10001561,Office Supplies,Fasteners,4/11/2013
OFF_AP10002998,Office Supplies,Appliances,4/11/2013
OFF_BI10003981,Office Supplies,Binders,4/11/2013
OFF_PA10001725,Office Supplies,Paper,4/11/2013
OFF_BI10002071,Office Supplies,Binders,4/11/2013
OFF_PA10000477,Office Supplies,Paper,4/11/2013
OFF_PA10004359,Office Supplies,Paper,4/11/2013
OFF_BI10000962,Office Supplies,Binders,5/9/2012
OFF_SU10003567,Office Supplies,Supplies,5/9/2012
OFF_BI10003708,Office Supplies,Binders,5/9/2012
FUR_TA10001095,Furniture,Tables,8/15/2014
TEC_CO10001571,Technology,Copiers,1/12/2011
FUR_FU10000221,Furniture,Furnishings,1/12/2011
OFF_PA10001972,Office Supplies,Paper,1/12/2011
FUR_CH10000015,Furniture,Chairs,1/12/2011
FUR_BO10004015,Furniture,Bookcases,6/19/2014
OFF_PA10002036,Office Supplies,Paper,6/19/2014
OFF_BI10003650,Office Supplies,Binders,3/12/2014
OFF_PA10003309,Office Supplies,Paper,11/21/2011
OFF_PA10002787,Office Supplies,Paper,4/17/2013
OFF_BI10000174,Office Supplies,Binders,4/17/2013
OFF_PA10002005,Office Supplies,Paper,4/7/2011
OFF_FA10002815,Office Supplies,Fasteners,4/7/2011
TEC_PH10000213,Technology,Phones,12/24/2011
OFF_AP10000828,Office Supplies,Appliances,12/24/2011
TEC_AC10004708,Technology,Accessories,12/24/2011
TEC_PH10001530,Technology,Phones,12/24/2011
OFF_ST10002301,Office Supplies,Storage,12/24/2011
FUR_FU10002554,Furniture,Furnishings,12/24/2011
FUR_TA10001520,Furniture,Tables,5/24/2014
FUR_FU10001085,Furniture,Furnishings,11/11/2013
OFF_BI10001597,Office Supplies,Binders,11/11/2013
OFF_BI10002429,Office Supplies,Binders,3/10/2013
OFF_ST10001590,Office Supplies,Storage,7/9/2013
FUR_CH10000847,Furniture,Chairs,2/11/2013
OFF_AR10003179,Office Supplies,Art,10/23/2014
OFF_PA10000807,Office Supplies,Paper,9/16/2013
OFF_BI10002103,Office Supplies,Binders,9/16/2013
OFF_AR10004441,Office Supplies,Art,2/10/2013
OFF_ST10003805,Office Supplies,Storage,6/15/2014
TEC_AC10001284,Technology,Accessories,2/21/2011
FUR_FU10000221,Furniture,Furnishings,2/21/2011
OFF_FA10001229,Office Supplies,Fasteners,2/21/2014
OFF_LA10001569,Office Supplies,Labels,2/11/2011
FUR_FU10004018,Furniture,Furnishings,2/11/2011
TEC_PH10004536,Technology,Phones,7/18/2014
OFF_PA10004353,Office Supplies,Paper,7/18/2014
FUR_FU10004848,Furniture,Furnishings,7/18/2014
TEC_AC10004864,Technology,Accessories,9/9/2014
OFF_BI10002393,Office Supplies,Binders,11/15/2013
FUR_CH10002335,Furniture,Chairs,11/15/2013
OFF_ST10001590,Office Supplies,Storage,11/15/2013
FUR_CH10002774,Furniture,Chairs,10/10/2011
OFF_EN10001219,Office Supplies,Envelopes,10/10/2011
OFF_PA10001947,Office Supplies,Paper,3/19/2012
FUR_FU10003142,Furniture,Furnishings,7/13/2014
OFF_BI10001543,Office Supplies,Binders,7/13/2014
OFF_AR10003560,Office Supplies,Art,7/13/2014
OFF_AR10004757,Office Supplies,Art,7/13/2014
TEC_PH10003800,Technology,Phones,2/3/2012
FUR_TA10004152,Furniture,Tables,2/3/2012
OFF_BI10000756,Office Supplies,Binders,6/17/2014
OFF_EN10004206,Office Supplies,Envelopes,1/4/2014
FUR_CH10004477,Furniture,Chairs,7/17/2012
TEC_PH10003505,Technology,Phones,7/17/2012
TEC_PH10000526,Technology,Phones,7/17/2012
OFF_BI10003314,Office Supplies,Binders,7/17/2012
OFF_AR10003190,Office Supplies,Art,7/17/2012
FUR_FU10001861,Furniture,Furnishings,7/17/2012
TEC_PH10003963,Technology,Phones,7/17/2012
OFF_LA10003388,Office Supplies,Labels,1/5/2014
FUR_TA10002855,Furniture,Tables,7/13/2011
FUR_CH10004886,Furniture,Chairs,12/27/2011
OFF_PA10003657,Office Supplies,Paper,12/27/2011
OFF_BI10004738,Office Supplies,Binders,2/3/2013
OFF_FA10003112,Office Supplies,Fasteners,3/23/2012
OFF_ST10002486,Office Supplies,Storage,3/23/2012
OFF_BI10003984,Office Supplies,Binders,10/22/2014
OFF_EN10004773,Office Supplies,Envelopes,12/31/2011
FUR_CH10001146,Furniture,Chairs,5/5/2011
OFF_EN10003296,Office Supplies,Envelopes,4/12/2012
TEC_PH10000193,Technology,Phones,4/12/2012
FUR_FU10002111,Furniture,Furnishings,4/12/2012
FUR_CH10003298,Furniture,Chairs,1/10/2014
OFF_ST10004950,Office Supplies,Storage,9/12/2011
OFF_AP10002350,Office Supplies,Appliances,4/12/2014
OFF_BI10004233,Office Supplies,Binders,4/12/2014
OFF_PA10001892,Office Supplies,Paper,4/12/2014
OFF_BI10003291,Office Supplies,Binders,8/11/2012
FUR_FU10004017,Furniture,Furnishings,4/19/2011
OFF_AR10002445,Office Supplies,Art,5/25/2012
OFF_BI10001718,Office Supplies,Binders,5/25/2012
TEC_CO10004202,Technology,Copiers,7/18/2014
TEC_PH10002103,Technology,Phones,12/13/2013
FUR_FU10003724,Furniture,Furnishings,12/13/2013
OFF_AR10003732,Office Supplies,Art,12/13/2013
OFF_ST10000885,Office Supplies,Storage,12/13/2013
OFF_BI10004817,Office Supplies,Binders,4/16/2011
OFF_BI10001670,Office Supplies,Binders,6/15/2012
OFF_PA10002709,Office Supplies,Paper,2/8/2011
TEC_AC10004469,Technology,Accessories,6/8/2012
FUR_FU10003424,Furniture,Furnishings,9/20/2013
OFF_LA10003720,Office Supplies,Labels,6/13/2013
OFF_AR10000390,Office Supplies,Art,8/27/2013
OFF_EN10001335,Office Supplies,Envelopes,3/11/2014
OFF_AR10003469,Office Supplies,Art,3/11/2014
OFF_BI10003718,Office Supplies,Binders,3/11/2014
OFF_FA10004838,Office Supplies,Fasteners,3/11/2014
FUR_FU10002508,Furniture,Furnishings,3/11/2014
OFF_ST10001511,Office Supplies,Storage,3/11/2014
OFF_SU10000952,Office Supplies,Supplies,12/27/2013
TEC_PH10002275,Technology,Phones,12/27/2013
FUR_CH10003535,Furniture,Chairs,12/27/2013
OFF_AP10004052,Office Supplies,Appliances,12/27/2013
FUR_TA10003473,Furniture,Tables,12/27/2013
OFF_AR10001897,Office Supplies,Art,12/27/2013
OFF_AR10000034,Office Supplies,Art,6/12/2013
OFF_SU10004115,Office Supplies,Supplies,2/9/2014
OFF_AP10001947,Office Supplies,Appliances,2/9/2014
FUR_CH10004853,Furniture,Chairs,7/16/2012
OFF_EN10000483,Office Supplies,Envelopes,7/16/2012
