ord_id,cust_id,ord_date,ord_shipdate
CA-2013-134936,ES-14080,12/20/2013,12/26/2013
CA-2013-134936,ES-14080,12/20/2013,12/26/2013
CA-2013-134936,ES-14080,12/20/2013,12/26/2013
CA-2014-102967,MG-17890,9/23/2014,9/27/2014
CA-2014-151008,JM-16195,8/9/2014,9/9/2014
CA-2014-151008,JM-16195,8/9/2014,9/9/2014
CA-2011-159800,SG-20470,1/12/2011,11/28/2011
CA-2011-159800,SG-20470,1/12/2011,11/28/2011
US-2011-159618,DB-12970,11/16/2011,12/11/2011
US-2011-159618,DB-12970,11/16/2011,12/11/2011
US-2011-159618,DB-12970,11/16/2011,12/11/2011
US-2011-159618,DB-12970,11/16/2011,12/11/2011
US-2011-159618,DB-12970,11/16/2011,12/11/2011
CA-2014-116113,JW-15220,3/10/2014,7/10/2014
CA-2012-125066,KD-16495,12/14/2012,12/18/2012
CA-2012-125066,KD-16495,12/14/2012,12/18/2012
US-2012-114741,IL-15100,6/12/2012,10/12/2012
US-2012-114741,IL-15100,6/12/2012,10/12/2012
US-2012-114741,IL-15100,6/12/2012,10/12/2012
CA-2014-133263,JE-15610,1/4/2014,3/4/2014
CA-2014-133263,JE-15610,1/4/2014,3/4/2014
CA-2014-133263,JE-15610,1/4/2014,3/4/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2014-157966,SU-20665,3/14/2014,3/14/2014
CA-2011-151162,EA-14035,5/12/2011,9/12/2011
CA-2011-151162,EA-14035,5/12/2011,9/12/2011
CA-2011-151162,EA-14035,5/12/2011,9/12/2011
CA-2011-151162,EA-14035,5/12/2011,9/12/2011
CA-2011-151162,EA-14035,5/12/2011,9/12/2011
CA-2013-136686,RF-19840,12/13/2013,12/17/2013
CA-2013-136686,RF-19840,12/13/2013,12/17/2013
CA-2014-137498,LC-17050,9/15/2014,10/9/2014
CA-2014-137498,LC-17050,9/15/2014,10/9/2014
CA-2014-137498,LC-17050,9/15/2014,10/9/2014
CA-2014-163818,PS-18970,5/10/2014,9/10/2014
CA-2013-161158,PS-18970,5/14/2013,10/5/2013
CA-2011-116673,JO-15280,12/15/2011,12/19/2011
CA-2014-105333,VP-21730,1/12/2014,5/12/2014
CA-2014-105333,VP-21730,1/12/2014,5/12/2014
CA-2014-105333,VP-21730,1/12/2014,5/12/2014
CA-2012-149993,GA-14725,3/19/2012,3/20/2012
CA-2011-168158,EM-14140,7/19/2011,7/24/2011
CA-2013-115224,DB-13615,9/12/2013,12/12/2013
CA-2013-115224,DB-13615,9/12/2013,12/12/2013
CA-2011-164742,ML-17395,10/13/2011,10/18/2011
CA-2011-164742,ML-17395,10/13/2011,10/18/2011
US-2014-108014,JH-15430,11/20/2014,11/26/2014
CA-2014-160325,BP-11095,9/25/2014,9/25/2014
CA-2014-160325,BP-11095,9/25/2014,9/25/2014
CA-2012-159779,SB-20185,9/25/2012,9/29/2012
CA-2014-151176,SV-20785,2/14/2014,2/21/2014
CA-2014-151176,SV-20785,2/14/2014,2/21/2014
CA-2011-108903,DO-13435,3/10/2011,3/10/2011
CA-2011-108903,DO-13435,3/10/2011,3/10/2011
CA-2011-108903,DO-13435,3/10/2011,3/10/2011
CA-2013-117919,TB-21355,8/28/2013,8/30/2013
CA-2013-117919,TB-21355,8/28/2013,8/30/2013
CA-2012-142475,BS-11380,3/12/2012,7/12/2012
CA-2013-134516,FM-14215,9/21/2013,9/26/2013
CA-2013-134516,FM-14215,9/21/2013,9/26/2013
CA-2014-105193,JL-15835,1/4/2014,3/26/2014
CA-2012-168634,AF-10870,6/12/2012,11/12/2012
CA-2014-117198,BG-11035,1/9/2014,6/9/2014
CA-2012-145828,MB-17305,5/10/2012,7/10/2012
CA-2014-121027,HW-14935,8/19/2014,8/23/2014
CA-2014-121027,HW-14935,8/19/2014,8/23/2014
CA-2013-147431,AB-10105,2/2/2013,7/2/2013
CA-2013-158001,JP-15460,8/24/2013,8/28/2013
CA-2013-158001,JP-15460,8/24/2013,8/28/2013
CA-2013-158001,JP-15460,8/24/2013,8/28/2013
CA-2014-125745,DV-13045,1/7/2014,5/7/2014
CA-2012-101154,CM-12190,9/18/2012,9/21/2012
US-2013-124163,SC-20695,1/10/2013,9/26/2013
US-2013-124163,SC-20695,1/10/2013,9/26/2013
US-2013-124163,SC-20695,1/10/2013,9/26/2013
US-2013-124163,SC-20695,1/10/2013,9/26/2013
CA-2013-121748,VW-21775,10/25/2013,10/29/2013
CA-2013-121748,VW-21775,10/25/2013,10/29/2013
CA-2011-126683,PP-18955,1/10/2011,9/29/2011
CA-2011-126683,PP-18955,1/10/2011,9/29/2011
CA-2014-148810,DR-12880,2/7/2014,6/27/2014
CA-2014-148810,DR-12880,2/7/2014,6/27/2014
US-2013-146066,RB-19465,8/22/2013,8/24/2013
CA-2011-127614,NF-18385,2/16/2011,12/2/2011
CA-2011-127614,NF-18385,2/16/2011,12/2/2011
CA-2011-127614,NF-18385,2/16/2011,12/2/2011
CA-2013-101742,CR-12580,9/24/2013,9/29/2013
CA-2012-134943,SU-20665,5/12/2012,6/12/2012
CA-2014-123022,SC-20050,4/9/2014,9/9/2014
CA-2014-123022,SC-20050,4/9/2014,9/9/2014
CA-2014-113208,ML-18040,3/4/2014,3/27/2014
CA-2011-154893,GM-14440,12/21/2011,12/27/2011
CA-2011-154893,GM-14440,12/21/2011,12/27/2011
CA-2011-147900,JK-15640,9/23/2011,9/28/2011
CA-2014-106355,AT-10435,3/4/2014,6/4/2014
CA-2013-127985,DB-12910,2/4/2013,6/4/2013
CA-2012-166604,AH-10690,5/15/2012,5/20/2012
CA-2014-120719,SJ-20125,3/24/2014,3/27/2014
CA-2014-127117,HM-14860,4/15/2014,4/20/2014
CA-2012-104241,AG-10495,4/1/2012,9/1/2012
CA-2014-168179,JB-16000,3/11/2014,8/11/2014
CA-2014-142342,AJ-10795,7/18/2014,7/20/2014
CA-2014-142342,AJ-10795,7/18/2014,7/20/2014
CA-2014-142342,AJ-10795,7/18/2014,7/20/2014
CA-2014-142342,AJ-10795,7/18/2014,7/20/2014
CA-2014-109099,MM-18280,7/10/2014,12/10/2014
US-2011-134187,TH-21235,4/11/2011,11/11/2011
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-145261,AH-10120,12/19/2013,12/22/2013
CA-2013-108875,CL-12700,2/10/2013,9/25/2013
CA-2013-108875,CL-12700,2/10/2013,9/25/2013
CA-2013-141957,JG-15310,7/22/2013,7/22/2013
CA-2013-141957,JG-15310,7/22/2013,7/22/2013
CA-2013-141957,JG-15310,7/22/2013,7/22/2013
CA-2013-141957,JG-15310,7/22/2013,7/22/2013
CA-2013-142405,SE-20110,6/16/2013,12/6/2013
CA-2013-142405,SE-20110,6/16/2013,12/6/2013
CA-2013-142405,SE-20110,6/16/2013,12/6/2013
CA-2012-141012,TG-21640,9/6/2012,11/6/2012
CA-2012-141012,TG-21640,9/6/2012,11/6/2012
CA-2014-127922,SH-19975,4/11/2014,10/28/2014
CA-2014-127922,SH-19975,4/11/2014,10/28/2014
CA-2013-146318,MC-17275,1/22/2013,1/27/2013
CA-2011-135993,PJ-18835,2/6/2011,5/28/2011
CA-2011-135993,PJ-18835,2/6/2011,5/28/2011
CA-2011-126802,ZC-21910,12/29/2011,5/1/2012
CA-2013-143924,SC-20680,4/8/2013,7/29/2013
CA-2013-143924,SC-20680,4/8/2013,7/29/2013
CA-2013-141551,BP-11230,1/10/2013,9/25/2013
CA-2013-141551,BP-11230,1/10/2013,9/25/2013
CA-2011-164315,RD-19585,2/4/2011,8/4/2011
CA-2011-164315,RD-19585,2/4/2011,8/4/2011
CA-2011-164315,RD-19585,2/4/2011,8/4/2011
CA-2012-131072,KL-16645,5/11/2012,5/11/2012
CA-2011-131541,CK-12205,7/28/2011,7/28/2011
CA-2011-131541,CK-12205,7/28/2011,7/28/2011
CA-2011-131541,CK-12205,7/28/2011,7/28/2011
CA-2012-119550,RB-19705,12/26/2012,12/31/2012
US-2012-138093,KM-16225,10/12/2012,12/16/2012
US-2012-138093,KM-16225,10/12/2012,12/16/2012
US-2012-138093,KM-16225,10/12/2012,12/16/2012
US-2012-138093,KM-16225,10/12/2012,12/16/2012
US-2012-138093,KM-16225,10/12/2012,12/16/2012
CA-2013-126165,AH-10465,6/5/2013,8/5/2013
CA-2014-126123,AG-10765,10/15/2014,10/19/2014
CA-2014-126123,AG-10765,10/15/2014,10/19/2014
CA-2013-143441,EB-14170,6/11/2013,6/11/2013
CA-2014-148320,PG-18895,4/11/2014,9/11/2014
CA-2013-125661,CA-12055,11/25/2013,11/27/2013
CA-2013-125661,CA-12055,11/25/2013,11/27/2013
US-2011-123519,SS-20875,12/14/2011,12/21/2011
US-2011-123519,SS-20875,12/14/2011,12/21/2011
US-2011-123519,SS-20875,12/14/2011,12/21/2011
CA-2011-155593,RP-19390,3/11/2011,8/11/2011
CA-2014-136000,SC-20440,9/23/2014,9/26/2014
US-2012-160857,NW-18400,5/15/2012,8/5/2012
US-2012-160857,NW-18400,5/15/2012,8/5/2012
US-2012-160857,NW-18400,5/15/2012,8/5/2012
US-2012-160857,NW-18400,5/15/2012,8/5/2012
US-2012-160857,NW-18400,5/15/2012,8/5/2012
CA-2014-115805,KW-16435,1/8/2014,1/8/2014
US-2011-143707,HR-14770,1/3/2011,5/3/2011
CA-2014-116939,AG-10900,9/26/2014,9/30/2014
CA-2012-124107,BM-11650,9/10/2012,12/10/2012
CA-2012-124107,BM-11650,9/10/2012,12/10/2012
CA-2012-124107,BM-11650,9/10/2012,12/10/2012
CA-2012-124107,BM-11650,9/10/2012,12/10/2012
CA-2014-126550,RD-19720,3/4/2014,3/30/2014
CA-2012-138674,KB-16585,11/14/2012,11/17/2012
CA-2012-138674,KB-16585,11/14/2012,11/17/2012
CA-2012-138674,KB-16585,11/14/2012,11/17/2012
CA-2013-165820,DW-13585,1/10/2013,9/27/2013
CA-2011-103191,VG-21805,9/22/2011,9/27/2011
CA-2012-103933,DR-12880,9/25/2012,9/27/2012
CA-2012-110548,AH-10690,4/5/2012,8/5/2012
CA-2014-117324,JP-15520,9/12/2014,12/14/2014
CA-2014-117324,JP-15520,9/12/2014,12/14/2014
CA-2014-117324,JP-15520,9/12/2014,12/14/2014
CA-2014-117324,JP-15520,9/12/2014,12/14/2014
CA-2014-117324,JP-15520,9/12/2014,12/14/2014
CA-2014-143574,DR-12880,3/7/2014,6/30/2014
CA-2014-143574,DR-12880,3/7/2014,6/30/2014
CA-2014-143574,DR-12880,3/7/2014,6/30/2014
CA-2011-111773,JK-15625,3/7/2011,6/29/2011
CA-2011-148614,MV-17485,1/21/2011,1/26/2011
CA-2011-148614,MV-17485,1/21/2011,1/26/2011
CA-2014-156139,BP-11155,1/1/2014,7/1/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
US-2014-147886,DH-13075,1/4/2014,3/29/2014
CA-2013-113733,LH-16900,9/12/2013,12/13/2013
CA-2013-113733,LH-16900,9/12/2013,12/13/2013
CA-2013-113733,LH-16900,9/12/2013,12/13/2013
CA-2014-104913,DK-13090,11/19/2014,11/23/2014
CA-2011-145800,SS-20410,5/6/2011,5/30/2011
CA-2013-125850,FP-14320,1/22/2013,1/28/2013
CA-2013-125850,FP-14320,1/22/2013,1/28/2013
CA-2013-118514,LC-17050,3/2/2013,10/2/2013
CA-2012-150749,AS-10240,3/4/2012,3/29/2012
CA-2011-163748,HG-15025,10/14/2011,10/18/2011
CA-2011-163748,HG-15025,10/14/2011,10/18/2011
CA-2012-119634,BW-11065,8/16/2012,11/8/2012
CA-2012-149300,BH-11710,11/22/2012,11/23/2012
US-2013-111528,JP-16135,12/31/2013,12/31/2013
US-2013-111528,JP-16135,12/31/2013,12/31/2013
CA-2014-158169,JM-16195,8/13/2014,8/16/2014
CA-2014-158169,JM-16195,8/13/2014,8/16/2014
CA-2012-162047,FH-14365,3/11/2012,5/11/2012
CA-2012-117772,MC-17575,10/9/2012,12/9/2012
US-2011-126340,EB-13870,8/11/2011,11/14/2011
CA-2013-149685,PM-19135,9/10/2013,10/16/2013
CA-2014-126396,AR-10345,9/9/2014,9/13/2014
CA-2012-154900,SS-20875,1/3/2012,2/25/2012
CA-2012-154900,SS-20875,1/3/2012,2/25/2012
CA-2012-103835,SC-20440,9/24/2012,9/28/2012
CA-2012-103835,SC-20440,9/24/2012,9/28/2012
CA-2012-158939,EA-14035,1/12/2012,11/26/2012
CA-2013-117408,TP-21130,1/9/2013,7/9/2013
CA-2013-142398,BP-11290,4/13/2013,4/17/2013
CA-2013-142398,BP-11290,4/13/2013,4/17/2013
CA-2013-105277,LM-17065,5/12/2013,9/12/2013
CA-2013-112060,KT-16465,5/12/2013,10/12/2013
CA-2011-105270,AP-10915,11/11/2011,11/18/2011
CA-2011-105270,AP-10915,11/11/2011,11/18/2011
US-2012-159513,JD-15790,2/4/2012,9/4/2012
CA-2012-155586,XP-21865,12/12/2012,12/16/2012
CA-2012-155586,XP-21865,12/12/2012,12/16/2012
CA-2012-155586,XP-21865,12/12/2012,12/16/2012
CA-2014-141117,JK-16090,3/10/2014,9/10/2014
CA-2014-141117,JK-16090,3/10/2014,9/10/2014
CA-2014-141117,JK-16090,3/10/2014,9/10/2014
CA-2014-141117,JK-16090,3/10/2014,9/10/2014
CA-2014-115070,MG-18205,4/15/2014,11/4/2014
CA-2014-115070,MG-18205,4/15/2014,11/4/2014
CA-2014-140186,PG-18820,3/10/2014,9/30/2014
CA-2014-140186,PG-18820,3/10/2014,9/30/2014
CA-2014-140186,PG-18820,3/10/2014,9/30/2014
CA-2014-140186,PG-18820,3/10/2014,9/30/2014
CA-2014-140186,PG-18820,3/10/2014,9/30/2014
CA-2011-124856,LD-17005,3/10/2011,9/29/2011
CA-2011-124856,LD-17005,3/10/2011,9/29/2011
CA-2011-124856,LD-17005,3/10/2011,9/29/2011
CA-2011-124856,LD-17005,3/10/2011,9/29/2011
CA-2011-166716,CR-12730,8/20/2011,8/25/2011
CA-2011-123225,MN-17935,7/14/2011,11/7/2011
CA-2011-123225,MN-17935,7/14/2011,11/7/2011
CA-2012-163440,RD-19900,3/22/2012,3/24/2012
US-2014-106796,JP-16135,5/13/2014,5/20/2014
CA-2014-113873,KE-16420,11/14/2014,11/20/2014
CA-2014-113873,KE-16420,11/14/2014,11/20/2014
CA-2013-149783,DL-13315,5/9/2013,8/9/2013
CA-2013-149783,DL-13315,5/9/2013,8/9/2013
CA-2013-149783,DL-13315,5/9/2013,8/9/2013
CA-2013-125017,KB-16240,6/2/2013,11/2/2013
US-2012-163279,JD-16150,3/22/2012,3/26/2012
US-2012-163279,JD-16150,3/22/2012,3/26/2012
US-2012-163279,JD-16150,3/22/2012,3/26/2012
CA-2012-150196,SR-20740,2/7/2012,3/7/2012
US-2012-106495,AC-10450,6/15/2012,6/17/2012
CA-2011-124730,LS-17245,11/26/2011,11/26/2011
CA-2011-124730,LS-17245,11/26/2011,11/26/2011
CA-2011-124730,LS-17245,11/26/2011,11/26/2011
CA-2011-124730,LS-17245,11/26/2011,11/26/2011
CA-2011-124730,LS-17245,11/26/2011,11/26/2011
CA-2014-117632,CS-12175,5/13/2014,5/19/2014
CA-2014-117632,CS-12175,5/13/2014,5/19/2014
CA-2014-117632,CS-12175,5/13/2014,5/19/2014
CA-2014-117632,CS-12175,5/13/2014,5/19/2014
CA-2011-115056,AR-10510,2/5/2011,2/5/2011
CA-2014-161067,KB-16405,4/9/2014,7/9/2014
CA-2014-161067,KB-16405,4/9/2014,7/9/2014
CA-2014-161067,KB-16405,4/9/2014,7/9/2014
CA-2014-161067,KB-16405,4/9/2014,7/9/2014
CA-2013-122063,MM-17920,4/12/2013,8/12/2013
CA-2013-122063,MM-17920,4/12/2013,8/12/2013
CA-2012-111206,RF-19735,7/18/2012,7/22/2012
CA-2013-142895,BP-11290,7/22/2013,7/27/2013
CA-2013-142895,BP-11290,7/22/2013,7/27/2013
CA-2012-101868,MJ-17740,6/16/2012,9/6/2012
CA-2012-101868,MJ-17740,6/16/2012,9/6/2012
CA-2012-101868,MJ-17740,6/16/2012,9/6/2012
CA-2014-133207,DO-13645,4/12/2014,11/28/2014
CA-2012-132948,MV-17485,3/4/2012,3/27/2012
CA-2012-134992,MG-17875,9/22/2012,9/26/2012
CA-2012-134992,MG-17875,9/22/2012,9/26/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-126725,BS-11665,11/17/2012,11/21/2012
CA-2012-121783,PO-19180,10/11/2012,11/14/2012
CA-2012-121783,PO-19180,10/11/2012,11/14/2012
CA-2012-121783,PO-19180,10/11/2012,11/14/2012
CA-2012-121783,PO-19180,10/11/2012,11/14/2012
CA-2012-121783,PO-19180,10/11/2012,11/14/2012
US-2011-138835,DA-13450,9/14/2011,10/9/2011
CA-2012-112214,AH-10690,5/8/2012,11/8/2012
CA-2012-112214,AH-10690,5/8/2012,11/8/2012
CA-2012-112214,AH-10690,5/8/2012,11/8/2012
CA-2012-112214,AH-10690,5/8/2012,11/8/2012
US-2014-153255,JK-15730,4/9/2014,8/9/2014
CA-2012-108119,MS-17530,1/11/2012,8/11/2012
CA-2012-157434,JK-15640,4/5/2012,4/29/2012
CA-2013-101525,CM-12235,2/5/2013,5/5/2013
CA-2013-101525,CM-12235,2/5/2013,5/5/2013
CA-2013-101525,CM-12235,2/5/2013,5/5/2013
US-2011-117968,RS-19420,5/8/2011,7/8/2011
US-2011-117968,RS-19420,5/8/2011,7/8/2011
US-2011-117968,RS-19420,5/8/2011,7/8/2011
CA-2013-158211,BP-11185,4/1/2013,8/1/2013
CA-2013-158211,BP-11185,4/1/2013,8/1/2013
CA-2013-152247,MA-17995,8/11/2013,11/13/2013
CA-2013-128223,EB-13705,6/15/2013,6/15/2013
CA-2013-154235,RD-19900,9/25/2013,9/29/2013
CA-2014-129910,ME-17320,3/31/2014,4/4/2014
CA-2014-133095,EH-14005,5/6/2014,5/6/2014
CA-2014-133095,EH-14005,5/6/2014,5/6/2014
CA-2012-130554,FM-14290,7/4/2012,9/4/2012
CA-2011-152443,FG-14260,5/21/2011,5/26/2011
CA-2011-152443,FG-14260,5/21/2011,5/26/2011
CA-2011-152443,FG-14260,5/21/2011,5/26/2011
CA-2013-133319,MV-17485,6/9/2013,12/9/2013
CA-2013-133935,JW-15220,9/19/2013,9/23/2013
CA-2013-133935,JW-15220,9/19/2013,9/23/2013
CA-2013-133935,JW-15220,9/19/2013,9/23/2013
CA-2013-136301,EH-13765,3/14/2013,3/16/2013
CA-2013-136301,EH-13765,3/14/2013,3/16/2013
US-2011-109456,LS-17245,10/16/2011,10/17/2011
US-2011-109456,LS-17245,10/16/2011,10/17/2011
CA-2014-151596,BP-11050,9/10/2014,12/10/2014
CA-2012-147879,CC-12220,7/5/2012,12/5/2012
CA-2013-166625,JM-15580,4/15/2013,4/18/2013
CA-2013-146157,RD-19720,11/22/2013,11/27/2013
CA-2013-146157,RD-19720,11/22/2013,11/27/2013
CA-2013-146157,RD-19720,11/22/2013,11/27/2013
CA-2014-159954,SS-20410,9/15/2014,11/9/2014
CA-2014-100825,KD-16495,9/15/2014,10/9/2014
CA-2011-168305,PL-18925,1/11/2011,8/11/2011
CA-2011-168305,PL-18925,1/11/2011,8/11/2011
CA-2013-167682,ZD-21925,4/4/2013,10/4/2013
CA-2013-167682,ZD-21925,4/4/2013,10/4/2013
CA-2014-108000,LS-16945,1/13/2014,1/17/2014
CA-2012-146465,PB-18805,11/20/2012,11/24/2012
CA-2013-159639,PC-18745,3/12/2013,11/28/2013
US-2014-153948,FM-14290,7/11/2014,7/11/2014
US-2014-153948,FM-14290,7/11/2014,7/11/2014
US-2014-153948,FM-14290,7/11/2014,7/11/2014
US-2014-153948,FM-14290,7/11/2014,7/11/2014
US-2014-153948,FM-14290,7/11/2014,7/11/2014
US-2013-113985,KD-16495,3/12/2013,8/12/2013
US-2013-113985,KD-16495,3/12/2013,8/12/2013
US-2013-113985,KD-16495,3/12/2013,8/12/2013
US-2013-113985,KD-16495,3/12/2013,8/12/2013
CA-2013-155383,SC-20680,12/18/2013,12/23/2013
CA-2011-120432,DW-13585,8/24/2011,8/26/2011
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
US-2012-126977,PF-19120,9/17/2012,9/23/2012
CA-2013-130288,DK-13225,1/12/2013,11/27/2013
CA-2014-146458,RB-19435,11/20/2014,11/23/2014
CA-2014-150420,GD-14590,4/6/2014,9/6/2014
US-2011-118997,RA-19885,8/4/2011,12/4/2011
CA-2011-114314,DB-13555,10/15/2011,11/10/2011
CA-2011-114314,DB-13555,10/15/2011,11/10/2011
US-2014-169551,RL-19615,8/7/2014,10/7/2014
US-2014-169551,RL-19615,8/7/2014,10/7/2014
US-2014-169551,RL-19615,8/7/2014,10/7/2014
US-2014-169551,RL-19615,8/7/2014,10/7/2014
US-2014-169551,RL-19615,8/7/2014,10/7/2014
US-2014-169551,RL-19615,8/7/2014,10/7/2014
CA-2013-103107,RB-19465,5/7/2013,5/7/2013
CA-2013-103107,RB-19465,5/7/2013,5/7/2013
CA-2013-103107,RB-19465,5/7/2013,5/7/2013
CA-2014-122077,JF-15295,5/20/2014,5/26/2014
CA-2014-122077,JF-15295,5/20/2014,5/26/2014
CA-2014-112431,RW-19690,10/13/2014,10/15/2014
CA-2014-112431,RW-19690,10/13/2014,10/15/2014
CA-2013-151092,VG-21790,7/8/2013,8/14/2013
CA-2011-104178,JM-15265,8/25/2011,8/29/2011
CA-2011-104178,JM-15265,8/25/2011,8/29/2011
CA-2011-104178,JM-15265,8/25/2011,8/29/2011
CA-2011-104178,JM-15265,8/25/2011,8/29/2011
CA-2012-115924,BE-11455,9/14/2012,9/18/2012
CA-2014-161046,CB-12535,6/3/2014,6/3/2014
CA-2014-161046,CB-12535,6/3/2014,6/3/2014
CA-2014-161046,CB-12535,6/3/2014,6/3/2014
CA-2014-161046,CB-12535,6/3/2014,6/3/2014
US-2014-141698,SD-20485,4/16/2014,4/22/2014
US-2011-105151,SG-20890,3/30/2011,3/31/2011
CA-2011-155796,TS-21430,11/11/2011,11/15/2011
CA-2011-155796,TS-21430,11/11/2011,11/15/2011
CA-2013-127138,DK-13225,3/13/2013,3/16/2013
CA-2013-127138,DK-13225,3/13/2013,3/16/2013
CA-2013-127138,DK-13225,3/13/2013,3/16/2013
CA-2013-127138,DK-13225,3/13/2013,3/16/2013
CA-2014-150602,ML-17395,2/15/2014,10/2/2014
CA-2011-140732,MA-17560,11/11/2011,11/13/2011
CA-2011-140732,MA-17560,11/11/2011,11/13/2011
CA-2011-140732,MA-17560,11/11/2011,11/13/2011
CA-2014-119011,LR-17035,8/21/2014,8/26/2014
CA-2014-119011,LR-17035,8/21/2014,8/26/2014
CA-2014-119011,LR-17035,8/21/2014,8/26/2014
CA-2013-166912,BE-11335,1/15/2013,1/17/2013
CA-2011-141726,CC-12145,7/20/2011,7/22/2011
CA-2011-141726,CC-12145,7/20/2011,7/22/2011
CA-2011-141726,CC-12145,7/20/2011,7/22/2011
CA-2011-141726,CC-12145,7/20/2011,7/22/2011
CA-2014-115105,BD-11770,7/2/2014,12/2/2014
CA-2012-143980,JK-15640,12/25/2012,12/29/2012
CA-2013-135636,DB-13615,9/10/2013,10/14/2013
CA-2014-102155,RR-19525,7/14/2014,7/18/2014
CA-2014-102155,RR-19525,7/14/2014,7/18/2014
CA-2014-116953,SV-20935,4/25/2014,4/26/2014
CA-2011-117765,RB-19465,7/9/2011,9/13/2011
CA-2011-117765,RB-19465,7/9/2011,9/13/2011
CA-2011-117765,RB-19465,7/9/2011,9/13/2011
CA-2011-117765,RB-19465,7/9/2011,9/13/2011
CA-2013-114895,MV-18190,11/22/2013,11/29/2013
CA-2014-112984,EH-14185,9/17/2014,9/19/2014
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
CA-2013-163776,JS-16030,7/20/2013,7/26/2013
US-2014-163300,ES-14020,9/16/2014,9/22/2014
US-2014-163300,ES-14020,9/16/2014,9/22/2014
US-2014-163300,ES-14020,9/16/2014,9/22/2014
CA-2013-162187,NS-18640,12/12/2013,12/12/2013
CA-2013-162187,NS-18640,12/12/2013,12/12/2013
CA-2013-162187,NS-18640,12/12/2013,12/12/2013
CA-2013-162187,NS-18640,12/12/2013,12/12/2013
CA-2013-162187,NS-18640,12/12/2013,12/12/2013
US-2011-112991,SH-19975,10/12/2011,12/14/2011
US-2011-112991,SH-19975,10/12/2011,12/14/2011
US-2011-112991,SH-19975,10/12/2011,12/14/2011
CA-2011-124079,RF-19345,12/13/2011,12/17/2011
CA-2011-124079,RF-19345,12/13/2011,12/17/2011
US-2014-146878,DL-12865,9/22/2014,9/28/2014
CA-2014-107244,AG-10390,8/9/2014,12/9/2014
CA-2012-100657,SW-20245,2/11/2012,7/11/2012
CA-2014-129581,KN-16390,12/12/2014,12/19/2014
CA-2014-129028,GB-14530,2/4/2014,4/4/2014
CA-2012-135580,CL-12565,12/30/2012,3/1/2013
CA-2012-135580,CL-12565,12/30/2012,3/1/2013
CA-2012-135580,CL-12565,12/30/2012,3/1/2013
CA-2012-135580,CL-12565,12/30/2012,3/1/2013
CA-2012-135580,CL-12565,12/30/2012,3/1/2013
CA-2013-159016,KF-16285,11/3/2013,12/3/2013
CA-2013-159016,KF-16285,11/3/2013,12/3/2013
CA-2011-102652,AY-10555,6/4/2011,12/4/2011
CA-2011-102652,AY-10555,6/4/2011,12/4/2011
CA-2011-102652,AY-10555,6/4/2011,12/4/2011
CA-2011-102652,AY-10555,6/4/2011,12/4/2011
CA-2011-152422,BD-11635,5/10/2011,10/10/2011
US-2013-156692,HG-15025,8/14/2013,8/14/2013
US-2013-156692,HG-15025,8/14/2013,8/14/2013
CA-2011-130869,CB-12025,11/17/2011,11/21/2011
US-2014-128832,LS-16945,4/25/2014,4/28/2014
CA-2014-139717,DM-13015,8/25/2014,8/27/2014
CA-2014-139717,DM-13015,8/25/2014,8/27/2014
